survey_id,survey_reference,farmer_id,farm_id,scheme_id,crop_name,reason_for_survey,incident_type,incident_date,survey_date,sowing_date,loss_percentage,compensation_amount,weather_score,ndvi_drop,ai_confidence,fraud_risk_score,status
2014,SURVEY-0002014,1321,2661,4,Sugarcane,Pest Attack,DROUGHT,2026-04-16,2026-05-13,2025-06-15,41,17576,37.43,69.16,83.9,43,SUBMITTED
2015,SURVEY-0002015,19,37,1,Bajra,Heavy Rainfall,FLOOD,2026-04-05,2026-05-13,2025-06-15,15,38708,11.52,69.81,94.18,30,UNDER_REVIEW
2016,SURVEY-0002016,1106,2216,2,Bajra,Heavy Rainfall,PEST_ATTACK,2026-05-02,2026-05-13,2025-06-15,88,60842,29.52,37.02,98.25,98,FIELD_VERIFIED
2017,SURVEY-0002017,1993,4031,2,Cotton,Heavy Rainfall,DROUGHT,2026-03-31,2026-05-13,2025-06-15,11,38111,94.28,60.41,59.8,23,REJECTED
2018,SURVEY-0002018,1729,3492,2,Soybean,Flood Damage,FLOOD,2026-04-02,2026-05-13,2025-06-15,52,71571,35.45,44.48,89.67,21,SUBMITTED
2019,SURVEY-0002019,978,1949,3,Soybean,Pest Attack,PEST_ATTACK,2026-03-14,2026-05-13,2025-06-15,17,10772,14.16,72.25,91.86,2,REJECTED
2020,SURVEY-0002020,1276,2567,3,Sugarcane,Pest Attack,DROUGHT,2026-02-21,2026-05-13,2025-06-15,36,38954,12.62,26.19,93.85,20,SUBMITTED
2021,SURVEY-0002021,636,1259,2,Soybean,Drought,PEST_ATTACK,2026-03-21,2026-05-13,2025-06-15,50,99797,57.82,28.21,75.39,39,SUBMITTED
2022,SURVEY-0002022,1429,2887,2,Bajra,Pest Attack,FLOOD,2026-03-01,2026-05-13,2025-06-15,61,76943,84.33,39.53,95.44,11,UNDER_REVIEW
2023,SURVEY-0002023,1853,3747,2,Bajra,Heavy Rainfall,FLOOD,2026-03-20,2026-05-13,2025-06-15,21,64246,20.29,16.45,85.52,22,FIELD_VERIFIED
2024,SURVEY-0002024,1929,3896,2,Tur,Heavy Rainfall,ATIVRUSHTI,2026-03-16,2026-05-13,2025-06-15,84,18877,98.06,90.77,58.75,88,UNDER_REVIEW
2025,SURVEY-0002025,1510,3041,3,Tur,Heavy Rainfall,FLOOD,2026-03-17,2026-05-13,2025-06-15,54,71869,72.79,47.54,68.22,40,REJECTED
2026,SURVEY-0002026,884,1764,4,Tur,Pest Attack,FLOOD,2026-05-10,2026-05-13,2025-06-15,21,17203,50.09,44.04,76.43,29,UNDER_REVIEW
2027,SURVEY-0002027,356,707,2,Cotton,Pest Attack,ATIVRUSHTI,2026-04-10,2026-05-13,2025-06-15,27,28235,34.27,27.35,85.09,23,UNDER_REVIEW
2028,SURVEY-0002028,530,1056,3,Bajra,Drought,FLOOD,2026-03-18,2026-05-13,2025-06-15,77,12726,85.17,8.25,82.68,80,SUBMITTED
2029,SURVEY-0002029,396,792,2,Soybean,Pest Attack,PEST_ATTACK,2026-02-21,2026-05-13,2025-06-15,73,11516,36.3,14.73,56.86,82,SUBMITTED
2030,SURVEY-0002030,790,1569,2,Tur,Pest Attack,DROUGHT,2026-04-17,2026-05-13,2025-06-15,39,17609,89.54,5.96,83.65,37,SUBMITTED
2031,SURVEY-0002031,149,278,1,Soybean,Flood Damage,FLOOD,2026-04-25,2026-05-13,2025-06-15,18,53756,71.23,11.17,67.61,37,APPROVED
2032,SURVEY-0002032,1975,3989,4,Soybean,Flood Damage,ATIVRUSHTI,2026-03-05,2026-05-13,2025-06-15,18,9798,23.16,52.01,68.7,16,REJECTED
2033,SURVEY-0002033,203,397,1,Sugarcane,Drought,FLOOD,2026-05-05,2026-05-13,2025-06-15,30,49113,20.08,82.97,95.3,37,APPROVED
2034,SURVEY-0002034,1046,2091,4,Cotton,Flood Damage,PEST_ATTACK,2026-03-28,2026-05-13,2025-06-15,9,12498,80.33,9.54,62.92,26,FIELD_VERIFIED
2035,SURVEY-0002035,630,1244,3,Sugarcane,Drought,ATIVRUSHTI,2026-02-24,2026-05-13,2025-06-15,5,46614,31.16,83.79,63.6,25,APPROVED
2036,SURVEY-0002036,609,1201,3,Bajra,Pest Attack,ATIVRUSHTI,2026-03-15,2026-05-13,2025-06-15,32,14982,92.4,48.9,64.91,3,APPROVED
2037,SURVEY-0002037,1783,3597,1,Tur,Pest Attack,FLOOD,2026-05-12,2026-05-13,2025-06-15,80,80738,64.09,72.93,96.63,82,SUBMITTED
2038,SURVEY-0002038,1802,3635,3,Tur,Heavy Rainfall,PEST_ATTACK,2026-02-16,2026-05-13,2025-06-15,78,81427,32.63,45.99,55.22,74,APPROVED
2039,SURVEY-0002039,1084,2167,3,Bajra,Drought,DROUGHT,2026-04-02,2026-05-13,2025-06-15,85,20120,14.92,93.12,92.57,66,REJECTED
2040,SURVEY-0002040,1455,2937,3,Cotton,Drought,PEST_ATTACK,2026-04-02,2026-05-13,2025-06-15,87,21737,44.41,67.91,74.24,73,SUBMITTED
2041,SURVEY-0002041,215,426,3,Soybean,Heavy Rainfall,DROUGHT,2026-04-29,2026-05-13,2025-06-15,43,18322,39.3,29.71,95.15,9,UNDER_REVIEW
2042,SURVEY-0002042,1012,2013,1,Soybean,Heavy Rainfall,FLOOD,2026-03-19,2026-05-13,2025-06-15,11,34282,5.81,61.76,75.93,16,APPROVED
2043,SURVEY-0002043,906,1810,4,Bajra,Flood Damage,DROUGHT,2026-04-08,2026-05-13,2025-06-15,46,82868,26.58,43.89,96.31,10,REJECTED
2044,SURVEY-0002044,1398,2821,1,Bajra,Heavy Rainfall,DROUGHT,2026-03-12,2026-05-13,2025-06-15,53,94972,10.56,14.18,56.52,29,UNDER_REVIEW
2045,SURVEY-0002045,23,43,4,Soybean,Heavy Rainfall,FLOOD,2026-04-01,2026-05-13,2025-06-15,62,38073,50.79,62.32,83.79,22,REJECTED
2046,SURVEY-0002046,1178,2370,1,Soybean,Flood Damage,DROUGHT,2026-03-25,2026-05-13,2025-06-15,13,17375,35.82,38.68,85.26,41,REJECTED
2047,SURVEY-0002047,669,1330,3,Cotton,Flood Damage,ATIVRUSHTI,2026-03-20,2026-05-13,2025-06-15,58,68565,47.01,49.66,61.94,4,UNDER_REVIEW
2048,SURVEY-0002048,1910,3855,4,Sugarcane,Pest Attack,FLOOD,2026-03-03,2026-05-13,2025-06-15,37,70599,15.18,79.21,65.35,25,UNDER_REVIEW
2049,SURVEY-0002049,60,109,4,Soybean,Flood Damage,DROUGHT,2026-02-15,2026-05-13,2025-06-15,41,60779,18.73,70.91,94.02,44,APPROVED
2050,SURVEY-0002050,1548,3123,2,Bajra,Drought,DROUGHT,2026-05-08,2026-05-13,2025-06-15,60,5286,26.22,87.23,88.59,2,SUBMITTED
2051,SURVEY-0002051,1698,3433,2,Tur,Heavy Rainfall,FLOOD,2026-02-13,2026-05-13,2025-06-15,61,71342,23.76,5.26,77.02,38,FIELD_VERIFIED
2052,SURVEY-0002052,1978,3998,2,Tur,Pest Attack,ATIVRUSHTI,2026-02-19,2026-05-13,2025-06-15,92,7715,94.01,13.71,79.87,72,UNDER_REVIEW
2053,SURVEY-0002053,876,1747,2,Soybean,Pest Attack,PEST_ATTACK,2026-03-06,2026-05-13,2025-06-15,7,27436,44.79,58.78,69.99,27,UNDER_REVIEW
2054,SURVEY-0002054,1758,3552,4,Soybean,Flood Damage,ATIVRUSHTI,2026-03-22,2026-05-13,2025-06-15,43,65088,80.08,11.66,84.52,14,FIELD_VERIFIED
2055,SURVEY-0002055,744,1474,1,Sugarcane,Flood Damage,DROUGHT,2026-04-17,2026-05-13,2025-06-15,35,96622,10.0,75.06,58.39,42,APPROVED
2056,SURVEY-0002056,1045,2089,4,Tur,Flood Damage,PEST_ATTACK,2026-04-17,2026-05-13,2025-06-15,50,13111,91.69,26.85,55.78,25,SUBMITTED
2057,SURVEY-0002057,1225,2456,4,Tur,Flood Damage,FLOOD,2026-03-07,2026-05-13,2025-06-15,50,11445,15.44,28.78,92.98,14,APPROVED
2058,SURVEY-0002058,1889,3814,3,Soybean,Heavy Rainfall,FLOOD,2026-04-09,2026-05-13,2025-06-15,31,70207,10.61,56.58,55.31,40,APPROVED
2059,SURVEY-0002059,1769,3574,2,Bajra,Flood Damage,DROUGHT,2026-04-30,2026-05-13,2025-06-15,31,75526,15.76,44.92,82.4,38,UNDER_REVIEW
2060,SURVEY-0002060,147,274,4,Tur,Flood Damage,ATIVRUSHTI,2026-03-23,2026-05-13,2025-06-15,13,63989,76.14,91.32,84.88,14,FIELD_VERIFIED
2061,SURVEY-0002061,1193,2397,1,Soybean,Drought,DROUGHT,2026-03-06,2026-05-13,2025-06-15,16,20601,9.41,83.04,94.68,32,SUBMITTED
2062,SURVEY-0002062,1709,3457,4,Cotton,Pest Attack,PEST_ATTACK,2026-02-22,2026-05-13,2025-06-15,82,72106,87.69,83.23,59.32,93,UNDER_REVIEW
2063,SURVEY-0002063,1318,2656,3,Cotton,Flood Damage,PEST_ATTACK,2026-03-14,2026-05-13,2025-06-15,10,57143,15.04,85.66,68.69,4,FIELD_VERIFIED
2064,SURVEY-0002064,408,814,4,Soybean,Pest Attack,DROUGHT,2026-05-02,2026-05-13,2025-06-15,28,18729,96.45,75.3,70.66,14,APPROVED
2065,SURVEY-0002065,1981,4005,3,Bajra,Heavy Rainfall,PEST_ATTACK,2026-02-28,2026-05-13,2025-06-15,76,38448,12.02,52.02,75.17,62,REJECTED
2066,SURVEY-0002066,412,825,1,Soybean,Flood Damage,PEST_ATTACK,2026-03-14,2026-05-13,2025-06-15,82,21613,66.27,29.19,56.5,79,UNDER_REVIEW
2067,SURVEY-0002067,298,584,4,Soybean,Heavy Rainfall,ATIVRUSHTI,2026-04-12,2026-05-13,2025-06-15,44,49022,42.9,78.49,89.58,18,FIELD_VERIFIED
2068,SURVEY-0002068,166,317,4,Bajra,Flood Damage,ATIVRUSHTI,2026-04-11,2026-05-13,2025-06-15,81,95615,40.58,59.91,72.76,89,REJECTED
2069,SURVEY-0002069,421,837,2,Sugarcane,Heavy Rainfall,ATIVRUSHTI,2026-04-03,2026-05-13,2025-06-15,53,38992,84.62,82.32,94.0,33,APPROVED
2070,SURVEY-0002070,122,224,1,Soybean,Drought,ATIVRUSHTI,2026-02-25,2026-05-13,2025-06-15,62,47376,26.54,89.19,84.46,34,REJECTED
2071,SURVEY-0002071,261,511,3,Sugarcane,Flood Damage,FLOOD,2026-04-29,2026-05-13,2025-06-15,15,53632,6.77,91.9,89.53,25,UNDER_REVIEW
2072,SURVEY-0002072,951,1902,3,Cotton,Heavy Rainfall,PEST_ATTACK,2026-04-15,2026-05-13,2025-06-15,81,75378,9.83,52.11,87.73,84,SUBMITTED
2073,SURVEY-0002073,31,58,1,Tur,Pest Attack,FLOOD,2026-02-12,2026-05-13,2025-06-15,26,86956,48.92,14.18,96.93,25,REJECTED
2074,SURVEY-0002074,376,749,2,Bajra,Heavy Rainfall,ATIVRUSHTI,2026-02-19,2026-05-13,2025-06-15,57,51333,13.43,43.94,77.28,29,FIELD_VERIFIED
2075,SURVEY-0002075,1391,2806,2,Sugarcane,Flood Damage,ATIVRUSHTI,2026-03-19,2026-05-13,2025-06-15,46,16699,64.53,5.53,60.63,39,REJECTED
2076,SURVEY-0002076,602,1182,3,Sugarcane,Drought,FLOOD,2026-04-05,2026-05-13,2025-06-15,75,84565,55.16,76.45,80.84,66,APPROVED
2077,SURVEY-0002077,1766,3566,4,Soybean,Drought,PEST_ATTACK,2026-04-03,2026-05-13,2025-06-15,37,90642,78.31,58.0,98.88,4,REJECTED
2078,SURVEY-0002078,1496,3019,4,Bajra,Flood Damage,ATIVRUSHTI,2026-05-12,2026-05-13,2025-06-15,14,37305,16.44,69.83,55.15,18,FIELD_VERIFIED
2079,SURVEY-0002079,1274,2562,4,Tur,Flood Damage,FLOOD,2026-03-13,2026-05-13,2025-06-15,52,83711,96.3,81.68,71.92,45,SUBMITTED
2080,SURVEY-0002080,53,97,2,Bajra,Heavy Rainfall,FLOOD,2026-05-06,2026-05-13,2025-06-15,27,33804,55.28,81.44,72.34,37,UNDER_REVIEW
2081,SURVEY-0002081,1886,3807,4,Tur,Pest Attack,PEST_ATTACK,2026-05-11,2026-05-13,2025-06-15,49,35640,11.59,82.44,74.52,9,APPROVED
2082,SURVEY-0002082,1569,3163,4,Tur,Drought,DROUGHT,2026-02-24,2026-05-13,2025-06-15,7,79148,34.46,89.16,94.85,43,APPROVED
2083,SURVEY-0002083,1842,3720,4,Tur,Pest Attack,DROUGHT,2026-03-16,2026-05-13,2025-06-15,46,11651,36.97,81.76,62.18,17,UNDER_REVIEW
2084,SURVEY-0002084,1013,2014,4,Tur,Pest Attack,DROUGHT,2026-04-28,2026-05-13,2025-06-15,57,52294,76.65,39.39,83.74,1,SUBMITTED
2085,SURVEY-0002085,712,1412,1,Soybean,Heavy Rainfall,DROUGHT,2026-03-01,2026-05-13,2025-06-15,38,27509,5.28,70.78,67.86,44,APPROVED
2086,SURVEY-0002086,1874,3784,3,Bajra,Drought,PEST_ATTACK,2026-03-04,2026-05-13,2025-06-15,79,78525,94.68,23.44,81.4,88,UNDER_REVIEW
2087,SURVEY-0002087,678,1347,3,Soybean,Drought,PEST_ATTACK,2026-02-13,2026-05-13,2025-06-15,39,92874,82.11,48.08,60.48,43,FIELD_VERIFIED
2088,SURVEY-0002088,1722,3481,4,Soybean,Pest Attack,PEST_ATTACK,2026-05-06,2026-05-13,2025-06-15,75,58504,7.07,37.81,82.17,74,FIELD_VERIFIED
2089,SURVEY-0002089,1633,3300,3,Tur,Pest Attack,DROUGHT,2026-03-11,2026-05-13,2025-06-15,95,26054,67.81,77.96,88.0,71,APPROVED
2090,SURVEY-0002090,1735,3502,1,Sugarcane,Pest Attack,ATIVRUSHTI,2026-02-26,2026-05-13,2025-06-15,62,37324,46.21,17.28,87.06,33,APPROVED
2091,SURVEY-0002091,1103,2207,1,Sugarcane,Drought,FLOOD,2026-04-19,2026-05-13,2025-06-15,56,75059,95.09,66.79,55.75,17,UNDER_REVIEW
2092,SURVEY-0002092,1215,2439,1,Tur,Heavy Rainfall,DROUGHT,2026-03-15,2026-05-13,2025-06-15,29,32723,87.3,42.51,62.73,10,REJECTED
2093,SURVEY-0002093,1549,3125,1,Cotton,Drought,ATIVRUSHTI,2026-05-09,2026-05-13,2025-06-15,17,92838,58.52,5.79,80.63,12,REJECTED
2094,SURVEY-0002094,596,1175,4,Sugarcane,Pest Attack,PEST_ATTACK,2026-03-04,2026-05-13,2025-06-15,19,24102,10.27,79.14,84.71,29,UNDER_REVIEW
2095,SURVEY-0002095,1245,2500,2,Cotton,Heavy Rainfall,DROUGHT,2026-02-17,2026-05-13,2025-06-15,50,10047,32.57,42.98,69.11,33,FIELD_VERIFIED
2096,SURVEY-0002096,45,85,1,Bajra,Pest Attack,PEST_ATTACK,2026-04-28,2026-05-13,2025-06-15,35,81267,46.01,92.78,74.96,28,UNDER_REVIEW
2097,SURVEY-0002097,248,484,2,Soybean,Flood Damage,FLOOD,2026-03-08,2026-05-13,2025-06-15,30,72380,57.27,56.54,81.31,9,APPROVED
2098,SURVEY-0002098,388,777,1,Sugarcane,Pest Attack,ATIVRUSHTI,2026-04-07,2026-05-13,2025-06-15,64,19128,8.03,14.15,86.72,17,APPROVED
2099,SURVEY-0002099,853,1695,4,Sugarcane,Drought,DROUGHT,2026-05-01,2026-05-13,2025-06-15,24,49684,31.82,80.96,89.75,8,REJECTED
2100,SURVEY-0002100,782,1553,2,Cotton,Heavy Rainfall,DROUGHT,2026-02-28,2026-05-13,2025-06-15,10,5518,15.24,25.02,56.85,9,SUBMITTED
2101,SURVEY-0002101,86,158,3,Cotton,Heavy Rainfall,PEST_ATTACK,2026-02-18,2026-05-13,2025-06-15,39,70571,57.69,46.41,76.16,21,APPROVED
2102,SURVEY-0002102,1123,2254,2,Soybean,Pest Attack,DROUGHT,2026-04-30,2026-05-13,2025-06-15,16,32521,24.02,66.73,61.34,8,UNDER_REVIEW
2103,SURVEY-0002103,704,1398,4,Soybean,Pest Attack,DROUGHT,2026-04-28,2026-05-13,2025-06-15,85,48686,64.28,62.81,76.2,85,UNDER_REVIEW
2104,SURVEY-0002104,1190,2392,2,Soybean,Heavy Rainfall,DROUGHT,2026-04-03,2026-05-13,2025-06-15,15,94650,67.74,59.15,84.45,5,SUBMITTED
2105,SURVEY-0002105,615,1214,2,Soybean,Pest Attack,ATIVRUSHTI,2026-04-07,2026-05-13,2025-06-15,26,70634,45.73,69.87,93.65,38,APPROVED
2106,SURVEY-0002106,914,1827,4,Cotton,Drought,PEST_ATTACK,2026-03-04,2026-05-13,2025-06-15,80,61364,35.24,32.11,55.76,94,UNDER_REVIEW
2107,SURVEY-0002107,740,1466,2,Soybean,Heavy Rainfall,ATIVRUSHTI,2026-03-17,2026-05-13,2025-06-15,54,62470,31.87,51.95,62.48,8,SUBMITTED
2108,SURVEY-0002108,54,98,4,Soybean,Pest Attack,DROUGHT,2026-03-23,2026-05-13,2025-06-15,43,19305,54.54,74.04,60.25,27,REJECTED
2109,SURVEY-0002109,14,27,4,Tur,Heavy Rainfall,ATIVRUSHTI,2026-05-10,2026-05-13,2025-06-15,45,92726,12.82,88.31,73.73,42,FIELD_VERIFIED
2110,SURVEY-0002110,1485,2994,1,Bajra,Pest Attack,FLOOD,2026-03-28,2026-05-13,2025-06-15,24,89186,22.3,60.93,90.01,33,SUBMITTED
2111,SURVEY-0002111,1076,2153,1,Cotton,Pest Attack,ATIVRUSHTI,2026-05-01,2026-05-13,2025-06-15,13,46933,45.44,37.3,84.55,20,SUBMITTED
2112,SURVEY-0002112,956,1912,1,Bajra,Heavy Rainfall,DROUGHT,2026-02-22,2026-05-13,2025-06-15,39,77040,79.22,18.43,69.32,37,FIELD_VERIFIED
2113,SURVEY-0002113,666,1324,4,Tur,Heavy Rainfall,FLOOD,2026-04-02,2026-05-13,2025-06-15,15,51201,76.48,81.86,78.14,29,SUBMITTED
2114,SURVEY-0002114,1942,3928,3,Tur,Pest Attack,DROUGHT,2026-05-10,2026-05-13,2025-06-15,9,14318,98.89,17.25,91.46,16,UNDER_REVIEW
2115,SURVEY-0002115,738,1463,1,Cotton,Pest Attack,FLOOD,2026-04-20,2026-05-13,2025-06-15,23,72126,74.21,86.53,68.04,21,SUBMITTED
2116,SURVEY-0002116,171,329,1,Tur,Flood Damage,ATIVRUSHTI,2026-05-06,2026-05-13,2025-06-15,75,37868,32.9,27.67,73.32,62,UNDER_REVIEW
2117,SURVEY-0002117,212,417,2,Tur,Drought,ATIVRUSHTI,2026-05-04,2026-05-13,2025-06-15,44,63435,65.35,75.62,72.64,5,SUBMITTED
2118,SURVEY-0002118,374,744,3,Cotton,Drought,DROUGHT,2026-02-17,2026-05-13,2025-06-15,71,54841,44.8,30.01,56.41,77,FIELD_VERIFIED
2119,SURVEY-0002119,914,1828,3,Sugarcane,Pest Attack,DROUGHT,2026-03-18,2026-05-13,2025-06-15,32,25791,5.04,90.69,81.07,22,FIELD_VERIFIED
2120,SURVEY-0002120,1702,3440,1,Tur,Drought,DROUGHT,2026-04-28,2026-05-13,2025-06-15,79,24729,15.1,88.39,66.54,67,SUBMITTED
2121,SURVEY-0002121,1085,2169,2,Sugarcane,Drought,PEST_ATTACK,2026-04-13,2026-05-13,2025-06-15,12,80045,74.92,16.05,96.4,34,APPROVED
2122,SURVEY-0002122,956,1914,4,Cotton,Flood Damage,PEST_ATTACK,2026-04-13,2026-05-13,2025-06-15,22,36835,67.19,22.94,96.25,40,APPROVED
2123,SURVEY-0002123,1728,3491,4,Tur,Flood Damage,PEST_ATTACK,2026-04-01,2026-05-13,2025-06-15,62,95012,53.8,77.27,65.9,18,APPROVED
2124,SURVEY-0002124,1666,3364,4,Soybean,Pest Attack,FLOOD,2026-03-03,2026-05-13,2025-06-15,65,48416,30.74,93.94,98.12,5,APPROVED
2125,SURVEY-0002125,1862,3758,3,Tur,Flood Damage,DROUGHT,2026-05-01,2026-05-13,2025-06-15,37,77491,90.86,18.29,74.24,44,APPROVED
2126,SURVEY-0002126,1980,4003,4,Soybean,Flood Damage,DROUGHT,2026-03-24,2026-05-13,2025-06-15,54,51632,91.56,82.47,56.45,10,APPROVED
2127,SURVEY-0002127,257,502,4,Bajra,Flood Damage,FLOOD,2026-02-18,2026-05-13,2025-06-15,53,99808,68.9,79.11,64.89,43,SUBMITTED
2128,SURVEY-0002128,1922,3879,4,Bajra,Drought,ATIVRUSHTI,2026-03-26,2026-05-13,2025-06-15,74,10054,52.03,8.85,81.0,64,UNDER_REVIEW
2129,SURVEY-0002129,1826,3681,2,Tur,Flood Damage,PEST_ATTACK,2026-04-09,2026-05-13,2025-06-15,65,27534,12.75,76.9,77.64,1,FIELD_VERIFIED
2130,SURVEY-0002130,920,1839,3,Bajra,Pest Attack,DROUGHT,2026-03-01,2026-05-13,2025-06-15,35,75200,79.37,30.88,85.09,32,UNDER_REVIEW
2131,SURVEY-0002131,899,1794,3,Soybean,Pest Attack,ATIVRUSHTI,2026-04-14,2026-05-13,2025-06-15,53,54774,43.06,79.35,56.7,20,REJECTED
2132,SURVEY-0002132,1194,2398,4,Sugarcane,Pest Attack,DROUGHT,2026-03-13,2026-05-13,2025-06-15,86,6425,98.05,63.88,70.19,62,REJECTED
2133,SURVEY-0002133,668,1328,4,Bajra,Pest Attack,ATIVRUSHTI,2026-04-13,2026-05-13,2025-06-15,6,72285,50.35,48.4,84.57,12,SUBMITTED
2134,SURVEY-0002134,574,1138,3,Tur,Flood Damage,ATIVRUSHTI,2026-03-24,2026-05-13,2025-06-15,63,38281,89.23,64.36,89.3,16,REJECTED
2135,SURVEY-0002135,1933,3906,4,Cotton,Heavy Rainfall,ATIVRUSHTI,2026-02-23,2026-05-13,2025-06-15,76,48406,28.36,73.09,94.49,71,UNDER_REVIEW
2136,SURVEY-0002136,429,854,1,Bajra,Drought,FLOOD,2026-03-07,2026-05-13,2025-06-15,12,90217,42.6,77.37,70.55,44,REJECTED
2137,SURVEY-0002137,1072,2144,1,Tur,Heavy Rainfall,PEST_ATTACK,2026-04-04,2026-05-13,2025-06-15,70,13086,79.8,60.72,77.94,78,SUBMITTED
2138,SURVEY-0002138,1198,2406,2,Soybean,Heavy Rainfall,PEST_ATTACK,2026-04-15,2026-05-13,2025-06-15,61,80038,78.22,62.63,83.25,45,REJECTED
2139,SURVEY-0002139,1111,2230,4,Cotton,Pest Attack,ATIVRUSHTI,2026-03-25,2026-05-13,2025-06-15,71,29921,33.75,11.18,85.38,72,FIELD_VERIFIED
2140,SURVEY-0002140,143,262,2,Tur,Pest Attack,FLOOD,2026-04-28,2026-05-13,2025-06-15,49,46347,79.09,25.54,79.65,6,SUBMITTED
2141,SURVEY-0002141,1149,2311,1,Sugarcane,Heavy Rainfall,ATIVRUSHTI,2026-04-01,2026-05-13,2025-06-15,60,8304,17.66,13.75,98.63,14,APPROVED
2142,SURVEY-0002142,1338,2697,2,Cotton,Flood Damage,ATIVRUSHTI,2026-03-28,2026-05-13,2025-06-15,14,31632,73.66,91.55,67.0,8,APPROVED
2143,SURVEY-0002143,1702,3441,2,Bajra,Drought,PEST_ATTACK,2026-02-26,2026-05-13,2025-06-15,56,94892,49.02,11.37,55.16,41,APPROVED
2144,SURVEY-0002144,751,1489,4,Bajra,Drought,PEST_ATTACK,2026-04-28,2026-05-13,2025-06-15,86,9435,16.02,76.04,85.79,74,SUBMITTED
2145,SURVEY-0002145,647,1283,4,Tur,Flood Damage,DROUGHT,2026-04-27,2026-05-13,2025-06-15,28,45027,41.5,62.21,61.74,27,FIELD_VERIFIED
2146,SURVEY-0002146,1316,2650,3,Tur,Heavy Rainfall,ATIVRUSHTI,2026-04-24,2026-05-13,2025-06-15,61,45757,97.51,86.65,64.67,45,APPROVED
2147,SURVEY-0002147,969,1935,1,Tur,Drought,FLOOD,2026-03-29,2026-05-13,2025-06-15,23,50543,64.84,36.61,70.76,20,REJECTED
2148,SURVEY-0002148,258,504,3,Soybean,Flood Damage,DROUGHT,2026-02-18,2026-05-13,2025-06-15,17,80191,8.84,23.71,97.03,29,REJECTED
2149,SURVEY-0002149,568,1128,1,Sugarcane,Flood Damage,DROUGHT,2026-04-15,2026-05-13,2025-06-15,58,24021,20.2,20.4,80.11,26,FIELD_VERIFIED
2150,SURVEY-0002150,1639,3310,2,Sugarcane,Drought,FLOOD,2026-04-26,2026-05-13,2025-06-15,39,99754,52.52,67.92,98.15,14,SUBMITTED
2151,SURVEY-0002151,948,1897,3,Cotton,Heavy Rainfall,ATIVRUSHTI,2026-04-08,2026-05-13,2025-06-15,28,18865,87.2,26.77,59.87,25,FIELD_VERIFIED
2152,SURVEY-0002152,1072,2143,4,Bajra,Drought,PEST_ATTACK,2026-04-04,2026-05-13,2025-06-15,45,95461,35.83,87.13,64.0,4,FIELD_VERIFIED
2153,SURVEY-0002153,904,1807,1,Sugarcane,Drought,DROUGHT,2026-03-16,2026-05-13,2025-06-15,54,66136,20.24,88.49,90.48,7,UNDER_REVIEW
2154,SURVEY-0002154,180,348,1,Tur,Heavy Rainfall,DROUGHT,2026-05-01,2026-05-13,2025-06-15,58,23953,87.45,81.48,97.7,29,SUBMITTED
2155,SURVEY-0002155,1805,3639,1,Cotton,Flood Damage,FLOOD,2026-02-22,2026-05-13,2025-06-15,23,88198,56.24,74.63,63.21,4,SUBMITTED
2156,SURVEY-0002156,1480,2982,2,Sugarcane,Flood Damage,ATIVRUSHTI,2026-05-11,2026-05-13,2025-06-15,26,94536,28.86,57.96,70.05,10,APPROVED
2157,SURVEY-0002157,1612,3259,2,Sugarcane,Heavy Rainfall,ATIVRUSHTI,2026-03-19,2026-05-13,2025-06-15,6,36446,36.64,40.15,59.5,9,UNDER_REVIEW
2158,SURVEY-0002158,1428,2882,4,Bajra,Flood Damage,PEST_ATTACK,2026-02-12,2026-05-13,2025-06-15,92,51613,64.41,43.11,97.53,76,APPROVED
2159,SURVEY-0002159,780,1550,1,Tur,Heavy Rainfall,FLOOD,2026-04-26,2026-05-13,2025-06-15,21,37841,56.24,33.5,91.31,28,APPROVED
2160,SURVEY-0002160,1299,2612,3,Cotton,Drought,ATIVRUSHTI,2026-03-04,2026-05-13,2025-06-15,30,17182,71.9,9.82,76.85,3,FIELD_VERIFIED
2161,SURVEY-0002161,1274,2561,1,Soybean,Drought,FLOOD,2026-04-14,2026-05-13,2025-06-15,36,7021,91.25,62.71,64.32,21,SUBMITTED
2162,SURVEY-0002162,962,1924,3,Sugarcane,Heavy Rainfall,ATIVRUSHTI,2026-03-24,2026-05-13,2025-06-15,36,91142,43.47,68.89,88.33,4,SUBMITTED
2163,SURVEY-0002163,1420,2865,4,Tur,Drought,FLOOD,2026-03-15,2026-05-13,2025-06-15,32,28550,60.43,51.09,70.3,11,UNDER_REVIEW
2164,SURVEY-0002164,1650,3332,3,Sugarcane,Flood Damage,PEST_ATTACK,2026-04-20,2026-05-13,2025-06-15,14,67504,65.21,50.39,81.23,22,FIELD_VERIFIED
2165,SURVEY-0002165,1884,3803,2,Soybean,Pest Attack,DROUGHT,2026-04-21,2026-05-13,2025-06-15,21,93712,75.95,45.49,56.69,22,APPROVED
2166,SURVEY-0002166,1372,2765,1,Sugarcane,Flood Damage,DROUGHT,2026-04-22,2026-05-13,2025-06-15,60,57573,86.59,9.31,89.44,27,REJECTED
2167,SURVEY-0002167,977,1948,2,Soybean,Drought,FLOOD,2026-05-05,2026-05-13,2025-06-15,49,91549,56.66,22.51,80.52,31,APPROVED
2168,SURVEY-0002168,1461,2948,2,Bajra,Flood Damage,PEST_ATTACK,2026-03-15,2026-05-13,2025-06-15,28,33099,38.49,87.74,73.72,6,SUBMITTED
