approval_id,survey_id,approved_by,role,approval_level,status,remarks,modified_loss_percentage
5034,1974,59,TALUKA_AUTHORITY,3,REJECTED,Approved after verification,95
5035,1974,53,DISTRICT_AUTHORITY,4,APPROVED,Geo-fence passed,71
5036,1975,6,TALATHI,1,APPROVED,Approved after verification,72
5037,1975,82,TALUKA_AUTHORITY,2,UNDER_REVIEW,Need re-survey,60
5038,1975,29,DISTRICT_AUTHORITY,3,APPROVED,Need re-survey,79
5039,1976,36,TALUKA_AUTHORITY,1,APPROVED,Geo-fence passed,27
5040,1977,15,DISTRICT_AUTHORITY,1,REJECTED,Need re-survey,25
5041,1977,57,TALATHI,2,UNDER_REVIEW,Geo-fence passed,79
5042,1977,62,TALUKA_AUTHORITY,3,REJECTED,NDVI mismatch,13
5043,1977,40,TALUKA_AUTHORITY,4,REJECTED,NDVI mismatch,48
5044,1978,8,TALATHI,1,REJECTED,Approved after verification,30
5045,1978,53,TALATHI,2,REJECTED,Approved after verification,50
5046,1978,65,TALATHI,3,REJECTED,Approved after verification,93
5047,1979,84,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,83
5048,1980,23,TALUKA_AUTHORITY,1,REJECTED,Need re-survey,44
5049,1980,63,DISTRICT_AUTHORITY,2,APPROVED,Need re-survey,53
5050,1981,21,DISTRICT_AUTHORITY,1,APPROVED,Geo-fence passed,85
5051,1982,68,DISTRICT_AUTHORITY,1,APPROVED,NDVI mismatch,44
5052,1982,27,DISTRICT_AUTHORITY,2,APPROVED,NDVI mismatch,87
5053,1982,87,DISTRICT_AUTHORITY,3,REJECTED,NDVI mismatch,44
5054,1982,90,DISTRICT_AUTHORITY,4,UNDER_REVIEW,Geo-fence passed,9
5055,1983,49,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,23
5056,1984,82,TALATHI,1,UNDER_REVIEW,Need re-survey,49
5057,1984,79,TALATHI,2,UNDER_REVIEW,Need re-survey,57
5058,1984,59,TALUKA_AUTHORITY,3,REJECTED,Need re-survey,70
5059,1985,68,TALUKA_AUTHORITY,1,REJECTED,Need re-survey,37
5060,1985,16,TALATHI,2,REJECTED,Need re-survey,16
5061,1985,25,TALUKA_AUTHORITY,3,UNDER_REVIEW,Approved after verification,88
5062,1985,73,TALATHI,4,APPROVED,Need re-survey,71
5063,1986,77,TALATHI,1,REJECTED,NDVI mismatch,79
5064,1986,17,TALUKA_AUTHORITY,2,APPROVED,Need re-survey,37
5065,1987,90,TALATHI,1,APPROVED,Need re-survey,38
5066,1987,70,TALATHI,2,REJECTED,Approved after verification,26
5067,1987,66,TALUKA_AUTHORITY,3,REJECTED,Geo-fence passed,44
5068,1988,5,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,79
5069,1989,38,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,68
5070,1989,55,DISTRICT_AUTHORITY,2,APPROVED,Need re-survey,59
5071,1990,45,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,58
5072,1990,20,TALATHI,2,UNDER_REVIEW,NDVI mismatch,68
5073,1990,21,TALATHI,3,UNDER_REVIEW,Need re-survey,24
5074,1991,54,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,10
5075,1992,26,DISTRICT_AUTHORITY,1,APPROVED,NDVI mismatch,57
5076,1992,57,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,39
5077,1992,50,TALATHI,3,REJECTED,Approved after verification,95
5078,1992,3,DISTRICT_AUTHORITY,4,UNDER_REVIEW,Approved after verification,12
5079,1993,23,DISTRICT_AUTHORITY,1,APPROVED,Geo-fence passed,90
5080,1993,52,TALATHI,2,APPROVED,Approved after verification,49
5081,1993,5,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Need re-survey,8
5082,1994,8,TALATHI,1,APPROVED,NDVI mismatch,66
5083,1995,66,TALATHI,1,UNDER_REVIEW,Approved after verification,43
5084,1995,17,TALUKA_AUTHORITY,2,APPROVED,NDVI mismatch,77
5085,1995,1,TALATHI,3,APPROVED,Approved after verification,33
5086,1995,69,TALATHI,4,REJECTED,Geo-fence passed,46
5087,1996,44,TALATHI,1,APPROVED,Approved after verification,67
5088,1996,74,TALATHI,2,UNDER_REVIEW,Need re-survey,22
5089,1996,27,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Geo-fence passed,95
5090,1996,35,DISTRICT_AUTHORITY,4,UNDER_REVIEW,Approved after verification,34
5091,1997,66,DISTRICT_AUTHORITY,1,APPROVED,Need re-survey,95
5092,1997,39,TALUKA_AUTHORITY,2,REJECTED,Geo-fence passed,86
5093,1998,17,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,50
5094,1998,35,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Approved after verification,20
5095,1998,8,TALUKA_AUTHORITY,3,REJECTED,Approved after verification,58
5096,1998,60,TALATHI,4,APPROVED,NDVI mismatch,69
5097,1999,58,TALUKA_AUTHORITY,1,UNDER_REVIEW,Approved after verification,60
5098,1999,3,DISTRICT_AUTHORITY,2,REJECTED,Need re-survey,89
5099,1999,64,TALUKA_AUTHORITY,3,REJECTED,NDVI mismatch,24
5100,2000,9,TALUKA_AUTHORITY,1,REJECTED,NDVI mismatch,72
5101,2000,52,DISTRICT_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,85
5102,2001,59,TALATHI,1,APPROVED,NDVI mismatch,72
5103,2001,43,TALUKA_AUTHORITY,2,APPROVED,NDVI mismatch,52
5104,2001,73,TALATHI,3,UNDER_REVIEW,Need re-survey,37
5105,2002,78,TALUKA_AUTHORITY,1,REJECTED,Geo-fence passed,81
5106,2002,34,TALUKA_AUTHORITY,2,APPROVED,Need re-survey,77
5107,2002,83,TALATHI,3,APPROVED,Need re-survey,48
5108,2002,31,TALATHI,4,REJECTED,Geo-fence passed,28
5109,2003,62,DISTRICT_AUTHORITY,1,REJECTED,Approved after verification,55
5110,2004,70,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,16
5111,2004,37,TALATHI,2,REJECTED,NDVI mismatch,77
5112,2004,57,TALUKA_AUTHORITY,3,UNDER_REVIEW,Geo-fence passed,14
5113,2005,30,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,49
5114,2005,63,TALATHI,2,UNDER_REVIEW,Need re-survey,58
5115,2006,54,TALATHI,1,APPROVED,Need re-survey,39
5116,2006,58,DISTRICT_AUTHORITY,2,REJECTED,NDVI mismatch,52
5117,2006,80,DISTRICT_AUTHORITY,3,UNDER_REVIEW,NDVI mismatch,77
5118,2006,87,TALUKA_AUTHORITY,4,UNDER_REVIEW,Approved after verification,29
5119,2007,65,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,25
5120,2007,64,TALATHI,2,APPROVED,NDVI mismatch,17
5121,2008,40,TALUKA_AUTHORITY,1,APPROVED,Need re-survey,30
5122,2009,25,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,55
5123,2009,26,DISTRICT_AUTHORITY,2,APPROVED,Approved after verification,41
5124,2010,39,TALUKA_AUTHORITY,1,APPROVED,Approved after verification,16
5125,2010,6,TALATHI,2,REJECTED,NDVI mismatch,61
5126,2010,72,TALATHI,3,REJECTED,NDVI mismatch,31
5127,2011,75,DISTRICT_AUTHORITY,1,APPROVED,Need re-survey,59
5128,2011,34,TALUKA_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,19
5129,2011,42,TALATHI,3,APPROVED,NDVI mismatch,78
5130,2012,65,TALATHI,1,UNDER_REVIEW,Geo-fence passed,67
5131,2013,32,TALUKA_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,31
5132,2013,49,TALUKA_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,22
5133,2014,11,TALUKA_AUTHORITY,1,REJECTED,Geo-fence passed,15
5134,2014,78,TALATHI,2,REJECTED,Need re-survey,73
5135,2014,22,TALATHI,3,UNDER_REVIEW,Approved after verification,70
5136,2014,28,TALATHI,4,UNDER_REVIEW,NDVI mismatch,20
5137,2015,54,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,50
5138,2015,49,TALUKA_AUTHORITY,2,REJECTED,Geo-fence passed,47
5139,2016,89,TALATHI,1,REJECTED,Geo-fence passed,44
5140,2016,88,DISTRICT_AUTHORITY,2,REJECTED,Need re-survey,85
5141,2016,28,DISTRICT_AUTHORITY,3,APPROVED,NDVI mismatch,47
5142,2016,36,TALATHI,4,REJECTED,NDVI mismatch,23
5143,2017,7,TALATHI,1,APPROVED,Need re-survey,93
5144,2017,56,TALUKA_AUTHORITY,2,REJECTED,NDVI mismatch,92
5145,2018,62,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,68
5146,2019,9,TALATHI,1,UNDER_REVIEW,Geo-fence passed,85
5147,2019,37,TALUKA_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,46
5148,2019,42,DISTRICT_AUTHORITY,3,APPROVED,Need re-survey,31
5149,2019,35,TALUKA_AUTHORITY,4,REJECTED,NDVI mismatch,95
5150,2020,49,TALUKA_AUTHORITY,1,APPROVED,Need re-survey,88
5151,2020,83,DISTRICT_AUTHORITY,2,REJECTED,Approved after verification,68
5152,2020,39,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Need re-survey,59
5153,2021,60,TALATHI,1,APPROVED,NDVI mismatch,94
5154,2021,49,DISTRICT_AUTHORITY,2,APPROVED,Approved after verification,69
5155,2021,2,TALUKA_AUTHORITY,3,REJECTED,Need re-survey,39
5156,2022,42,DISTRICT_AUTHORITY,1,REJECTED,NDVI mismatch,50
5157,2022,5,TALUKA_AUTHORITY,2,REJECTED,Geo-fence passed,41
5158,2022,10,TALATHI,3,UNDER_REVIEW,Need re-survey,70
5159,2023,47,TALUKA_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,77
5160,2023,57,DISTRICT_AUTHORITY,2,REJECTED,Need re-survey,88
5161,2023,34,TALUKA_AUTHORITY,3,UNDER_REVIEW,Geo-fence passed,94
5162,2024,70,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,60
5163,2024,83,DISTRICT_AUTHORITY,2,REJECTED,Approved after verification,9
5164,2025,62,TALUKA_AUTHORITY,1,APPROVED,Approved after verification,81
5165,2025,49,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Need re-survey,6
5166,2026,20,TALATHI,1,UNDER_REVIEW,NDVI mismatch,9
5167,2026,60,TALUKA_AUTHORITY,2,APPROVED,Approved after verification,7
5168,2026,75,TALUKA_AUTHORITY,3,APPROVED,Geo-fence passed,77
5169,2027,20,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,61
5170,2027,4,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,52
5171,2027,66,DISTRICT_AUTHORITY,3,APPROVED,Need re-survey,64
5172,2027,78,TALUKA_AUTHORITY,4,UNDER_REVIEW,NDVI mismatch,19
5173,2028,86,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,16
5174,2029,83,TALUKA_AUTHORITY,1,REJECTED,Geo-fence passed,70
5175,2029,39,DISTRICT_AUTHORITY,2,APPROVED,Need re-survey,18
5176,2029,63,TALUKA_AUTHORITY,3,APPROVED,Approved after verification,80
5177,2030,18,TALUKA_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,82
5178,2030,7,TALATHI,2,APPROVED,Need re-survey,85
5179,2030,73,TALUKA_AUTHORITY,3,APPROVED,Geo-fence passed,82
5180,2031,33,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,20
5181,2031,49,DISTRICT_AUTHORITY,2,REJECTED,NDVI mismatch,28
5182,2032,51,TALUKA_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,39
5183,2032,85,TALATHI,2,REJECTED,Need re-survey,27
5184,2033,31,TALUKA_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,49
5185,2033,35,TALATHI,2,APPROVED,NDVI mismatch,92
5186,2033,62,TALUKA_AUTHORITY,3,REJECTED,Need re-survey,65
5187,2034,31,TALATHI,1,APPROVED,NDVI mismatch,45
5188,2034,56,TALATHI,2,APPROVED,Geo-fence passed,17
5189,2035,63,TALUKA_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,30
5190,2035,1,DISTRICT_AUTHORITY,2,APPROVED,Approved after verification,22
5191,2035,54,TALATHI,3,APPROVED,Geo-fence passed,64
5192,2036,23,TALATHI,1,APPROVED,Geo-fence passed,60
5193,2037,69,TALATHI,1,REJECTED,Geo-fence passed,24
5194,2037,40,TALATHI,2,APPROVED,NDVI mismatch,79
5195,2037,8,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Approved after verification,50
5196,2038,8,TALUKA_AUTHORITY,1,APPROVED,Need re-survey,34
5197,2039,13,DISTRICT_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,83
5198,2039,75,DISTRICT_AUTHORITY,2,REJECTED,NDVI mismatch,90
5199,2039,48,DISTRICT_AUTHORITY,3,APPROVED,Geo-fence passed,60
5200,2039,10,DISTRICT_AUTHORITY,4,APPROVED,Approved after verification,38
5201,2040,79,TALATHI,1,REJECTED,Need re-survey,72
5202,2040,8,TALUKA_AUTHORITY,2,APPROVED,Need re-survey,28
5203,2040,6,TALUKA_AUTHORITY,3,UNDER_REVIEW,Need re-survey,42
5204,2041,27,TALUKA_AUTHORITY,1,UNDER_REVIEW,Approved after verification,83
5205,2041,77,DISTRICT_AUTHORITY,2,REJECTED,NDVI mismatch,65
5206,2041,15,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Approved after verification,65
5207,2042,82,TALUKA_AUTHORITY,1,REJECTED,NDVI mismatch,84
5208,2043,6,TALATHI,1,APPROVED,Geo-fence passed,45
5209,2044,64,DISTRICT_AUTHORITY,1,REJECTED,Approved after verification,37
5210,2044,10,DISTRICT_AUTHORITY,2,REJECTED,Geo-fence passed,35
5211,2044,33,TALUKA_AUTHORITY,3,APPROVED,NDVI mismatch,20
5212,2044,14,TALUKA_AUTHORITY,4,REJECTED,Geo-fence passed,87
5213,2045,61,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,14
5214,2045,73,DISTRICT_AUTHORITY,2,APPROVED,Approved after verification,81
5215,2045,49,TALATHI,3,REJECTED,Need re-survey,36
5216,2045,3,DISTRICT_AUTHORITY,4,UNDER_REVIEW,Need re-survey,81
5217,2046,80,TALATHI,1,REJECTED,NDVI mismatch,32
5218,2046,21,DISTRICT_AUTHORITY,2,REJECTED,NDVI mismatch,76
5219,2047,13,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,60
5220,2047,23,DISTRICT_AUTHORITY,2,APPROVED,Geo-fence passed,54
5221,2047,47,DISTRICT_AUTHORITY,3,REJECTED,NDVI mismatch,37
5222,2048,17,TALATHI,1,REJECTED,NDVI mismatch,95
5223,2049,11,TALUKA_AUTHORITY,1,APPROVED,Approved after verification,91
5224,2049,53,TALATHI,2,REJECTED,NDVI mismatch,51
5225,2049,63,TALATHI,3,REJECTED,Approved after verification,23
5226,2049,13,TALUKA_AUTHORITY,4,UNDER_REVIEW,Need re-survey,5
5227,2050,35,TALUKA_AUTHORITY,1,REJECTED,NDVI mismatch,44
5228,2050,68,TALATHI,2,APPROVED,NDVI mismatch,69
5229,2050,89,TALUKA_AUTHORITY,3,REJECTED,Approved after verification,29
5230,2051,57,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,53
5231,2051,23,TALUKA_AUTHORITY,2,REJECTED,Approved after verification,20
5232,2051,44,DISTRICT_AUTHORITY,3,REJECTED,Geo-fence passed,8
5233,2052,33,TALATHI,1,REJECTED,Need re-survey,52
5234,2052,45,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Approved after verification,26
5235,2052,7,DISTRICT_AUTHORITY,3,REJECTED,NDVI mismatch,74
5236,2053,69,TALUKA_AUTHORITY,1,APPROVED,Geo-fence passed,22
5237,2053,52,TALUKA_AUTHORITY,2,APPROVED,Approved after verification,65
5238,2053,40,TALATHI,3,APPROVED,Need re-survey,37
5239,2054,32,TALUKA_AUTHORITY,1,REJECTED,Need re-survey,52
5240,2055,53,TALUKA_AUTHORITY,1,UNDER_REVIEW,Approved after verification,63
5241,2055,28,TALATHI,2,APPROVED,NDVI mismatch,80
5242,2056,38,TALUKA_AUTHORITY,1,REJECTED,NDVI mismatch,10
5243,2057,64,DISTRICT_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,58
5244,2057,26,DISTRICT_AUTHORITY,2,REJECTED,Need re-survey,93
5245,2057,60,TALUKA_AUTHORITY,3,UNDER_REVIEW,Need re-survey,77
5246,2057,16,DISTRICT_AUTHORITY,4,UNDER_REVIEW,Need re-survey,77
5247,2058,18,TALATHI,1,UNDER_REVIEW,Approved after verification,92
5248,2058,31,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,62
5249,2058,27,TALUKA_AUTHORITY,3,REJECTED,Geo-fence passed,41
5250,2059,56,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,44
5251,2059,44,TALATHI,2,REJECTED,Approved after verification,46
5252,2060,79,TALUKA_AUTHORITY,1,APPROVED,Need re-survey,89
5253,2061,51,TALUKA_AUTHORITY,1,APPROVED,NDVI mismatch,10
5254,2061,1,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Need re-survey,43
5255,2062,72,TALATHI,1,REJECTED,NDVI mismatch,5
5256,2062,52,TALUKA_AUTHORITY,2,APPROVED,NDVI mismatch,47
5257,2063,6,TALATHI,1,APPROVED,Need re-survey,75
5258,2064,72,DISTRICT_AUTHORITY,1,APPROVED,Need re-survey,87
5259,2064,61,TALUKA_AUTHORITY,2,REJECTED,NDVI mismatch,17
5260,2065,44,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,61
5261,2065,47,TALUKA_AUTHORITY,2,APPROVED,Geo-fence passed,53
5262,2065,8,TALATHI,3,UNDER_REVIEW,Geo-fence passed,91
5263,2066,5,TALATHI,1,UNDER_REVIEW,Geo-fence passed,52
5264,2066,49,TALUKA_AUTHORITY,2,REJECTED,Geo-fence passed,35
5265,2066,50,TALUKA_AUTHORITY,3,APPROVED,Need re-survey,39
5266,2067,33,DISTRICT_AUTHORITY,1,REJECTED,Geo-fence passed,82
5267,2068,3,DISTRICT_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,60
5268,2068,61,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Approved after verification,85
5269,2069,27,TALATHI,1,APPROVED,Geo-fence passed,75
5270,2069,68,TALUKA_AUTHORITY,2,APPROVED,Need re-survey,90
5271,2069,35,TALUKA_AUTHORITY,3,REJECTED,Approved after verification,78
5272,2069,68,DISTRICT_AUTHORITY,4,UNDER_REVIEW,Approved after verification,95
5273,2070,88,TALUKA_AUTHORITY,1,REJECTED,Need re-survey,35
5274,2070,47,TALUKA_AUTHORITY,2,REJECTED,Geo-fence passed,8
5275,2071,30,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,49
5276,2071,2,TALATHI,2,REJECTED,Geo-fence passed,86
5277,2072,80,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Need re-survey,64
5278,2072,27,TALATHI,2,UNDER_REVIEW,Geo-fence passed,21
5279,2072,47,TALUKA_AUTHORITY,3,REJECTED,NDVI mismatch,57
5280,2072,64,TALUKA_AUTHORITY,4,APPROVED,NDVI mismatch,83
5281,2073,22,TALUKA_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,73
5282,2073,8,TALATHI,2,APPROVED,Need re-survey,79
5283,2073,17,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Geo-fence passed,39
5284,2073,38,TALATHI,4,UNDER_REVIEW,NDVI mismatch,75
5285,2074,90,TALATHI,1,APPROVED,NDVI mismatch,23
5286,2074,19,TALATHI,2,APPROVED,Approved after verification,82
5287,2075,81,TALUKA_AUTHORITY,1,APPROVED,Need re-survey,92
5288,2075,7,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Approved after verification,11
5289,2076,5,TALUKA_AUTHORITY,1,REJECTED,NDVI mismatch,13
5290,2077,40,TALATHI,1,UNDER_REVIEW,Need re-survey,76
5291,2077,19,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Need re-survey,55
5292,2077,44,TALATHI,3,UNDER_REVIEW,NDVI mismatch,25
5293,2078,67,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,77
5294,2078,83,TALUKA_AUTHORITY,2,UNDER_REVIEW,Need re-survey,88
5295,2078,35,TALATHI,3,UNDER_REVIEW,Need re-survey,68
5296,2079,76,TALATHI,1,REJECTED,Approved after verification,52
5297,2079,71,DISTRICT_AUTHORITY,2,APPROVED,Geo-fence passed,87
5298,2080,13,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,42
5299,2080,70,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Need re-survey,9
5300,2080,75,DISTRICT_AUTHORITY,3,REJECTED,Geo-fence passed,83
5301,2080,55,DISTRICT_AUTHORITY,4,REJECTED,Geo-fence passed,14
5302,2081,48,TALATHI,1,APPROVED,Approved after verification,40
5303,2082,13,TALATHI,1,REJECTED,Geo-fence passed,33
5304,2083,52,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,14
5305,2083,23,TALATHI,2,REJECTED,Approved after verification,94
5306,2083,60,TALATHI,3,APPROVED,Geo-fence passed,49
5307,2084,7,TALATHI,1,APPROVED,NDVI mismatch,72
5308,2084,77,TALATHI,2,UNDER_REVIEW,NDVI mismatch,85
5309,2084,39,TALATHI,3,UNDER_REVIEW,NDVI mismatch,46
5310,2085,9,TALATHI,1,REJECTED,NDVI mismatch,50
5311,2085,34,DISTRICT_AUTHORITY,2,REJECTED,Need re-survey,66
5312,2085,47,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Approved after verification,15
5313,2086,69,DISTRICT_AUTHORITY,1,REJECTED,Need re-survey,45
5314,2086,53,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Need re-survey,12
5315,2086,72,TALUKA_AUTHORITY,3,APPROVED,NDVI mismatch,58
5316,2087,19,DISTRICT_AUTHORITY,1,APPROVED,NDVI mismatch,47
5317,2087,38,TALUKA_AUTHORITY,2,APPROVED,NDVI mismatch,45
5318,2087,81,TALATHI,3,APPROVED,NDVI mismatch,10
5319,2087,33,TALUKA_AUTHORITY,4,REJECTED,NDVI mismatch,67
5320,2088,38,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,54
5321,2088,4,TALUKA_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,14
5322,2089,10,DISTRICT_AUTHORITY,1,APPROVED,Approved after verification,41
5323,2090,74,TALATHI,1,UNDER_REVIEW,Geo-fence passed,53
5324,2090,18,DISTRICT_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,65
5325,2091,15,DISTRICT_AUTHORITY,1,APPROVED,NDVI mismatch,22
5326,2092,76,TALUKA_AUTHORITY,1,REJECTED,Approved after verification,56
5327,2092,68,TALUKA_AUTHORITY,2,REJECTED,NDVI mismatch,73
5328,2093,78,TALUKA_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,86
5329,2093,60,TALUKA_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,6
5330,2093,22,TALATHI,3,UNDER_REVIEW,Need re-survey,30
5331,2093,42,DISTRICT_AUTHORITY,4,UNDER_REVIEW,Geo-fence passed,61
5332,2094,83,TALATHI,1,UNDER_REVIEW,NDVI mismatch,34
5333,2094,4,TALUKA_AUTHORITY,2,UNDER_REVIEW,Geo-fence passed,62
5334,2095,23,TALATHI,1,REJECTED,Approved after verification,46
5335,2095,77,TALATHI,2,REJECTED,Approved after verification,66
5336,2095,17,DISTRICT_AUTHORITY,3,APPROVED,Need re-survey,6
5337,2095,23,TALUKA_AUTHORITY,4,APPROVED,Geo-fence passed,8
5338,2096,14,TALATHI,1,REJECTED,Approved after verification,37
5339,2096,77,TALUKA_AUTHORITY,2,UNDER_REVIEW,Need re-survey,25
5340,2096,7,TALUKA_AUTHORITY,3,REJECTED,Geo-fence passed,17
5341,2096,61,TALUKA_AUTHORITY,4,UNDER_REVIEW,Approved after verification,62
5342,2097,23,TALUKA_AUTHORITY,1,UNDER_REVIEW,Geo-fence passed,6
5343,2097,34,TALUKA_AUTHORITY,2,UNDER_REVIEW,Approved after verification,9
5344,2097,12,TALUKA_AUTHORITY,3,UNDER_REVIEW,Geo-fence passed,78
5345,2098,32,DISTRICT_AUTHORITY,1,REJECTED,Approved after verification,28
5346,2098,39,TALATHI,2,REJECTED,Approved after verification,63
5347,2098,85,TALATHI,3,APPROVED,Approved after verification,60
5348,2098,3,TALUKA_AUTHORITY,4,APPROVED,Geo-fence passed,66
5349,2099,4,TALATHI,1,UNDER_REVIEW,Geo-fence passed,11
5350,2100,36,TALUKA_AUTHORITY,1,APPROVED,Approved after verification,7
5351,2101,18,TALATHI,1,UNDER_REVIEW,Need re-survey,44
5352,2101,70,DISTRICT_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,65
5353,2102,1,TALUKA_AUTHORITY,1,REJECTED,Need re-survey,49
5354,2102,20,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Need re-survey,5
5355,2102,78,DISTRICT_AUTHORITY,3,UNDER_REVIEW,Approved after verification,69
5356,2102,54,DISTRICT_AUTHORITY,4,APPROVED,Need re-survey,72
5357,2103,56,TALUKA_AUTHORITY,1,APPROVED,Geo-fence passed,20
5358,2104,44,TALUKA_AUTHORITY,1,UNDER_REVIEW,Need re-survey,92
5359,2104,86,DISTRICT_AUTHORITY,2,REJECTED,Geo-fence passed,62
5360,2105,90,TALATHI,1,APPROVED,NDVI mismatch,94
5361,2106,24,TALATHI,1,UNDER_REVIEW,Approved after verification,31
5362,2106,30,TALATHI,2,UNDER_REVIEW,Need re-survey,25
5363,2106,81,DISTRICT_AUTHORITY,3,REJECTED,Approved after verification,35
5364,2106,8,TALUKA_AUTHORITY,4,UNDER_REVIEW,NDVI mismatch,74
5365,2107,80,TALUKA_AUTHORITY,1,APPROVED,Geo-fence passed,23
5366,2107,36,DISTRICT_AUTHORITY,2,APPROVED,Approved after verification,64
5367,2108,31,DISTRICT_AUTHORITY,1,UNDER_REVIEW,Approved after verification,77
5368,2108,1,DISTRICT_AUTHORITY,2,UNDER_REVIEW,NDVI mismatch,38
5369,2109,85,TALATHI,1,UNDER_REVIEW,Need re-survey,73
5370,2109,5,TALATHI,2,REJECTED,Geo-fence passed,64
5371,2109,59,TALATHI,3,APPROVED,NDVI mismatch,25
5372,2110,25,TALATHI,1,UNDER_REVIEW,Approved after verification,80
5373,2110,70,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Need re-survey,71
5374,2110,45,TALATHI,3,REJECTED,NDVI mismatch,56
5375,2111,3,TALATHI,1,APPROVED,Need re-survey,73
5376,2112,27,TALATHI,1,REJECTED,Need re-survey,10
5377,2112,64,DISTRICT_AUTHORITY,2,REJECTED,Approved after verification,23
5378,2113,16,TALATHI,1,APPROVED,Need re-survey,72
5379,2114,66,TALUKA_AUTHORITY,1,APPROVED,Approved after verification,52
5380,2114,9,TALATHI,2,APPROVED,Geo-fence passed,35
5381,2115,81,TALATHI,1,REJECTED,NDVI mismatch,25
5382,2115,61,DISTRICT_AUTHORITY,2,UNDER_REVIEW,Approved after verification,45
5383,2115,65,TALUKA_AUTHORITY,3,REJECTED,NDVI mismatch,38
5384,2116,31,TALATHI,1,UNDER_REVIEW,NDVI mismatch,8
5385,2117,75,DISTRICT_AUTHORITY,1,UNDER_REVIEW,NDVI mismatch,19
5386,2118,67,TALATHI,1,REJECTED,NDVI mismatch,61
5387,2119,61,TALATHI,1,REJECTED,Approved after verification,46
