satellite_id,survey_id,ndvi_before,ndvi_after,vegetation_loss,satellite_source,imagery_urls
1994,1994,0.54,0.46,16.38,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1995,1995,0.56,0.24,88.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1996,1996,0.57,0.41,38.2,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1997,1997,0.74,0.4,81.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1998,1998,0.92,0.4,91.37,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
1999,1999,0.53,0.48,60.68,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2000,2000,0.8,0.48,52.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2001,2001,0.91,0.32,69.36,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2002,2002,0.57,0.16,61.13,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2003,2003,0.77,0.48,41.25,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2004,2004,0.53,0.49,36.75,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2005,2005,0.93,0.27,59.69,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2006,2006,0.81,0.48,39.31,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2007,2007,0.89,0.29,12.47,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2008,2008,0.83,0.36,45.25,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2009,2009,0.7,0.48,44.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2010,2010,0.79,0.35,75.24,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2011,2011,0.91,0.3,48.16,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2012,2012,0.93,0.39,91.42,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2013,2013,0.56,0.18,57.81,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2014,2014,0.51,0.34,41.27,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2015,2015,0.8,0.39,39.0,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2016,2016,0.72,0.33,18.75,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2017,2017,0.55,0.34,46.38,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2018,2018,0.6,0.26,45.16,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2019,2019,0.67,0.14,92.75,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2020,2020,0.62,0.25,13.86,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2021,2021,0.75,0.1,92.42,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2022,2022,0.65,0.24,47.39,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2023,2023,0.77,0.32,80.05,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2024,2024,0.5,0.27,69.93,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2025,2025,0.54,0.47,48.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2026,2026,0.57,0.25,81.24,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2027,2027,0.86,0.24,29.85,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2028,2028,0.57,0.14,76.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2029,2029,0.81,0.32,50.95,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2030,2030,0.73,0.19,19.28,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2031,2031,0.51,0.11,81.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2032,2032,0.74,0.46,25.89,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2033,2033,0.68,0.47,27.61,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2034,2034,0.68,0.49,30.22,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2035,2035,0.57,0.41,52.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2036,2036,0.95,0.26,27.24,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2037,2037,0.59,0.19,67.36,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2038,2038,0.76,0.14,15.87,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2039,2039,0.68,0.47,21.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2040,2040,0.58,0.16,76.97,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2041,2041,0.94,0.26,20.17,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2042,2042,0.92,0.34,40.71,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2043,2043,0.85,0.15,42.36,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2044,2044,0.8,0.23,37.41,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2045,2045,0.77,0.48,82.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2046,2046,0.58,0.31,68.27,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2047,2047,0.84,0.32,77.34,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2048,2048,0.69,0.39,27.38,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2049,2049,0.53,0.32,35.26,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2050,2050,0.93,0.11,26.71,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2051,2051,0.55,0.46,24.17,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2052,2052,0.92,0.5,40.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2053,2053,0.6,0.1,16.75,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2054,2054,0.68,0.49,41.49,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2055,2055,0.71,0.23,34.19,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2056,2056,0.52,0.23,11.31,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2057,2057,0.8,0.35,75.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2058,2058,0.66,0.11,14.29,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2059,2059,0.56,0.27,80.63,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2060,2060,0.91,0.34,56.69,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2061,2061,0.64,0.31,55.42,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2062,2062,0.75,0.3,43.31,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2063,2063,0.58,0.39,47.3,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2064,2064,0.84,0.49,34.11,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2065,2065,0.86,0.18,49.47,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2066,2066,0.76,0.33,46.79,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2067,2067,0.81,0.4,79.67,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2068,2068,0.8,0.23,51.83,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2069,2069,0.86,0.47,88.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2070,2070,0.7,0.48,93.38,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2071,2071,0.75,0.18,69.46,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2072,2072,0.82,0.44,84.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2073,2073,0.89,0.13,31.83,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2074,2074,0.78,0.3,43.36,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2075,2075,0.53,0.11,79.48,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2076,2076,0.54,0.2,74.68,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2077,2077,0.54,0.22,81.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2078,2078,0.91,0.33,34.93,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2079,2079,0.53,0.44,22.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2080,2080,0.51,0.34,13.2,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2081,2081,0.78,0.26,76.5,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2082,2082,0.82,0.44,70.15,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2083,2083,0.81,0.33,62.21,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2084,2084,0.75,0.31,92.59,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2085,2085,0.51,0.34,80.66,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2086,2086,0.68,0.33,74.88,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2087,2087,0.71,0.5,49.55,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2088,2088,0.76,0.21,41.72,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2089,2089,0.53,0.38,57.74,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2090,2090,0.63,0.43,79.71,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2091,2091,0.53,0.16,45.36,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2092,2092,0.69,0.14,33.53,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2093,2093,0.67,0.44,26.51,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2094,2094,0.82,0.24,40.39,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2095,2095,0.84,0.24,88.72,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2096,2096,0.91,0.2,30.76,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2097,2097,0.64,0.36,27.38,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2098,2098,0.59,0.22,62.32,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2099,2099,0.84,0.32,93.42,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2100,2100,0.92,0.12,67.33,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2101,2101,0.79,0.34,28.68,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2102,2102,0.82,0.26,30.12,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2103,2103,0.72,0.46,25.8,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2104,2104,0.58,0.17,58.08,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2105,2105,0.62,0.36,22.64,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2106,2106,0.78,0.32,28.6,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2107,2107,0.75,0.29,25.51,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2108,2108,0.73,0.12,16.91,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2109,2109,0.94,0.44,94.61,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2110,2110,0.56,0.41,84.17,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2111,2111,0.76,0.2,32.71,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2112,2112,0.87,0.21,94.16,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2113,2113,0.88,0.29,80.52,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2114,2114,0.68,0.27,13.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2115,2115,0.73,0.22,75.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2116,2116,0.58,0.14,20.81,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2117,2117,0.7,0.18,90.6,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2118,2118,0.77,0.18,41.13,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2119,2119,0.55,0.27,67.57,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2120,2120,0.86,0.48,91.89,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2121,2121,0.93,0.21,31.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2122,2122,0.65,0.45,67.17,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2123,2123,0.77,0.39,62.24,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2124,2124,0.64,0.12,36.13,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2125,2125,0.61,0.48,52.08,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2126,2126,0.86,0.22,18.44,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2127,2127,0.84,0.33,54.28,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2128,2128,0.84,0.22,71.97,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2129,2129,0.68,0.32,77.92,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2130,2130,0.62,0.47,48.14,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2131,2131,0.76,0.12,74.27,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2132,2132,0.55,0.11,37.46,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2133,2133,0.53,0.43,73.21,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2134,2134,0.66,0.46,22.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2135,2135,0.51,0.38,69.07,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2136,2136,0.55,0.14,53.25,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2137,2137,0.67,0.4,84.71,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2138,2138,0.79,0.16,66.79,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2139,2139,0.93,0.37,27.72,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2140,2140,0.94,0.45,86.21,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2141,2141,0.85,0.25,64.45,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2142,2142,0.69,0.3,61.61,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2143,2143,0.83,0.16,30.51,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2144,2144,0.6,0.15,37.19,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2145,2145,0.55,0.18,28.18,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2146,2146,0.6,0.16,39.55,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2147,2147,0.76,0.46,91.73,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2148,2148,0.86,0.11,90.08,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2149,2149,0.6,0.37,80.96,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2150,2150,0.89,0.3,40.2,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2151,2151,0.78,0.18,18.94,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2152,2152,0.74,0.14,34.09,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2153,2153,0.51,0.28,11.1,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2154,2154,0.78,0.19,22.67,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2155,2155,0.54,0.42,18.47,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2156,2156,0.62,0.3,13.78,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2157,2157,0.64,0.22,32.31,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2158,2158,0.77,0.11,50.41,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2159,2159,0.52,0.28,13.52,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2160,2160,0.8,0.41,40.09,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2161,2161,0.53,0.34,59.38,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2162,2162,0.51,0.33,28.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2163,2163,0.62,0.11,13.61,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2164,2164,0.69,0.35,13.47,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2165,2165,0.51,0.18,25.19,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2166,2166,0.78,0.29,38.32,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2167,2167,0.57,0.23,77.08,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2168,2168,0.94,0.2,77.45,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2169,2169,0.91,0.46,23.08,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2170,2170,0.74,0.45,41.97,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2171,2171,0.71,0.35,42.73,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2172,2172,0.6,0.37,50.8,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2173,2173,0.64,0.48,38.56,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2174,2174,0.66,0.44,55.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2175,2175,0.57,0.18,54.22,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2176,2176,0.59,0.36,18.29,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2177,2177,0.8,0.35,11.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2178,2178,0.63,0.1,23.39,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2179,2179,0.8,0.26,93.26,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2180,2180,0.91,0.25,50.25,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2181,2181,0.88,0.12,84.85,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2182,2182,0.6,0.37,38.55,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2183,2183,0.75,0.48,28.12,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2184,2184,0.7,0.35,26.26,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2185,2185,0.77,0.31,45.51,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2186,2186,0.72,0.3,49.47,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2187,2187,0.65,0.3,41.15,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2188,2188,0.79,0.11,44.66,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2189,2189,0.55,0.37,27.48,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2190,2190,0.86,0.14,42.76,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2191,2191,0.53,0.28,66.64,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2192,2192,0.9,0.35,38.37,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2193,2193,0.8,0.2,81.6,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2194,2194,0.95,0.16,40.13,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2195,2195,0.86,0.1,16.65,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2196,2196,0.75,0.15,73.43,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2197,2197,0.62,0.34,51.98,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2198,2198,0.89,0.25,64.07,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2199,2199,0.86,0.39,71.99,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2200,2200,0.74,0.17,58.29,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2201,2201,0.83,0.16,68.93,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2202,2202,0.94,0.24,41.85,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2203,2203,0.51,0.12,31.62,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2204,2204,0.83,0.1,63.44,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2205,2205,0.86,0.36,24.55,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2206,2206,0.88,0.32,86.15,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2207,2207,0.75,0.12,76.1,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2208,2208,0.63,0.28,86.47,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2209,2209,0.69,0.21,70.06,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2210,2210,0.61,0.26,37.66,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2211,2211,0.83,0.19,49.46,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2212,2212,0.77,0.4,32.07,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2213,2213,0.72,0.37,86.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2214,2214,0.71,0.31,79.54,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2215,2215,0.76,0.46,74.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2216,2216,0.69,0.27,93.99,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2217,2217,0.58,0.19,63.62,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2218,2218,0.6,0.37,78.64,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2219,2219,0.87,0.47,29.3,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2220,2220,0.72,0.35,89.77,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2221,2221,0.53,0.2,51.95,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2222,2222,0.55,0.19,82.93,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2223,2223,0.78,0.3,48.29,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2224,2224,0.89,0.5,85.52,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2225,2225,0.74,0.13,66.7,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2226,2226,0.71,0.44,34.83,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2227,2227,0.74,0.38,64.69,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2228,2228,0.73,0.26,39.61,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2229,2229,0.78,0.37,94.63,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2230,2230,0.71,0.37,75.55,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2231,2231,0.78,0.21,39.39,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2232,2232,0.58,0.32,19.33,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2233,2233,0.61,0.43,36.7,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2234,2234,0.72,0.28,55.14,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2235,2235,0.92,0.32,17.76,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2236,2236,0.59,0.31,75.94,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2237,2237,0.75,0.16,39.89,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2238,2238,0.91,0.36,28.83,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2239,2239,0.9,0.45,55.52,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2240,2240,0.58,0.15,61.28,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2241,2241,0.72,0.22,58.1,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2242,2242,0.71,0.27,41.59,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2243,2243,0.57,0.37,75.4,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2244,2244,0.92,0.32,71.36,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2245,2245,0.58,0.34,41.33,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2246,2246,0.75,0.28,80.32,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2247,2247,0.72,0.13,14.29,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2248,2248,0.9,0.42,56.9,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2249,2249,0.76,0.35,77.3,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2250,2250,0.66,0.28,62.84,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2251,2251,0.54,0.42,23.82,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2252,2252,0.61,0.21,25.85,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2253,2253,0.89,0.14,10.58,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2254,2254,0.68,0.31,40.01,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2255,2255,0.73,0.21,67.88,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2256,2256,0.87,0.43,53.82,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2257,2257,0.94,0.42,32.42,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2258,2258,0.78,0.41,78.04,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2259,2259,0.93,0.29,70.14,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2260,2260,0.75,0.23,59.41,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2261,2261,0.91,0.42,25.23,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2262,2262,0.72,0.21,30.94,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2263,2263,0.78,0.14,93.02,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2264,2264,0.65,0.1,67.31,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2265,2265,0.83,0.14,57.09,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2266,2266,0.68,0.46,38.55,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2267,2267,0.89,0.31,36.08,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2268,2268,0.92,0.12,65.11,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2269,2269,0.59,0.2,42.61,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2270,2270,0.86,0.29,93.71,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2271,2271,0.57,0.48,46.75,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
2272,2272,0.82,0.22,58.35,Sentinel-2,"{""before"":""before.png"",""after"":""after.png""}"
