weather_id,survey_id,rainfall_mm,weather_source,anomaly_score,weather_metadata
2045,2045,348.75,IMD,75.86,"{""extreme_weather"":true}"
2046,2046,386.74,IMD,66.93,"{""extreme_weather"":true}"
2047,2047,236.02,IMD,52.61,"{""extreme_weather"":true}"
2048,2048,276.69,IMD,25.98,"{""extreme_weather"":true}"
2049,2049,91.07,IMD,27.03,"{""extreme_weather"":true}"
2050,2050,284.13,IMD,66.64,"{""extreme_weather"":true}"
2051,2051,464.09,IMD,12.3,"{""extreme_weather"":true}"
2052,2052,387.52,IMD,86.26,"{""extreme_weather"":true}"
2053,2053,102.0,IMD,55.42,"{""extreme_weather"":true}"
2054,2054,486.14,IMD,39.18,"{""extreme_weather"":true}"
2055,2055,267.22,IMD,2.86,"{""extreme_weather"":true}"
2056,2056,273.06,IMD,1.21,"{""extreme_weather"":true}"
2057,2057,64.14,IMD,45.54,"{""extreme_weather"":true}"
2058,2058,135.78,IMD,2.11,"{""extreme_weather"":true}"
2059,2059,448.43,IMD,67.93,"{""extreme_weather"":true}"
2060,2060,485.5,IMD,78.03,"{""extreme_weather"":true}"
2061,2061,171.76,IMD,80.94,"{""extreme_weather"":true}"
2062,2062,168.74,IMD,72.18,"{""extreme_weather"":true}"
2063,2063,346.14,IMD,17.4,"{""extreme_weather"":true}"
2064,2064,290.38,IMD,9.52,"{""extreme_weather"":true}"
2065,2065,172.97,IMD,77.45,"{""extreme_weather"":true}"
2066,2066,143.89,IMD,29.16,"{""extreme_weather"":true}"
2067,2067,254.66,IMD,54.24,"{""extreme_weather"":true}"
2068,2068,466.72,IMD,5.52,"{""extreme_weather"":true}"
2069,2069,102.24,IMD,97.11,"{""extreme_weather"":true}"
2070,2070,82.98,IMD,8.45,"{""extreme_weather"":true}"
2071,2071,196.08,IMD,48.36,"{""extreme_weather"":true}"
2072,2072,425.45,IMD,59.06,"{""extreme_weather"":true}"
2073,2073,74.51,IMD,2.91,"{""extreme_weather"":true}"
2074,2074,336.62,IMD,98.38,"{""extreme_weather"":true}"
2075,2075,65.75,IMD,83.24,"{""extreme_weather"":true}"
2076,2076,44.11,IMD,60.24,"{""extreme_weather"":true}"
2077,2077,250.08,IMD,17.76,"{""extreme_weather"":true}"
2078,2078,82.66,IMD,85.36,"{""extreme_weather"":true}"
2079,2079,425.88,IMD,18.38,"{""extreme_weather"":true}"
2080,2080,57.48,IMD,57.63,"{""extreme_weather"":true}"
2081,2081,174.0,IMD,68.57,"{""extreme_weather"":true}"
2082,2082,175.07,IMD,95.06,"{""extreme_weather"":true}"
2083,2083,428.81,IMD,76.11,"{""extreme_weather"":true}"
2084,2084,244.24,IMD,17.37,"{""extreme_weather"":true}"
2085,2085,115.36,IMD,6.92,"{""extreme_weather"":true}"
2086,2086,107.91,IMD,18.44,"{""extreme_weather"":true}"
2087,2087,495.93,IMD,94.96,"{""extreme_weather"":true}"
2088,2088,107.65,IMD,24.44,"{""extreme_weather"":true}"
2089,2089,180.4,IMD,18.41,"{""extreme_weather"":true}"
2090,2090,331.32,IMD,92.76,"{""extreme_weather"":true}"
2091,2091,478.71,IMD,40.74,"{""extreme_weather"":true}"
2092,2092,35.61,IMD,6.32,"{""extreme_weather"":true}"
2093,2093,457.23,IMD,6.85,"{""extreme_weather"":true}"
2094,2094,413.89,IMD,16.86,"{""extreme_weather"":true}"
2095,2095,35.47,IMD,42.36,"{""extreme_weather"":true}"
2096,2096,298.79,IMD,34.98,"{""extreme_weather"":true}"
2097,2097,130.87,IMD,55.69,"{""extreme_weather"":true}"
2098,2098,443.42,IMD,1.2,"{""extreme_weather"":true}"
2099,2099,97.61,IMD,8.62,"{""extreme_weather"":true}"
2100,2100,480.44,IMD,79.76,"{""extreme_weather"":true}"
2101,2101,331.89,IMD,36.58,"{""extreme_weather"":true}"
2102,2102,222.95,IMD,26.05,"{""extreme_weather"":true}"
2103,2103,97.4,IMD,13.0,"{""extreme_weather"":true}"
2104,2104,441.51,IMD,52.71,"{""extreme_weather"":true}"
2105,2105,199.01,IMD,27.35,"{""extreme_weather"":true}"
2106,2106,235.86,IMD,21.24,"{""extreme_weather"":true}"
2107,2107,278.46,IMD,84.09,"{""extreme_weather"":true}"
2108,2108,320.93,IMD,68.5,"{""extreme_weather"":true}"
2109,2109,407.95,IMD,57.63,"{""extreme_weather"":true}"
2110,2110,222.77,IMD,96.27,"{""extreme_weather"":true}"
2111,2111,491.9,IMD,39.83,"{""extreme_weather"":true}"
2112,2112,253.71,IMD,81.71,"{""extreme_weather"":true}"
2113,2113,32.98,IMD,7.31,"{""extreme_weather"":true}"
2114,2114,441.04,IMD,65.74,"{""extreme_weather"":true}"
2115,2115,164.54,IMD,62.19,"{""extreme_weather"":true}"
2116,2116,67.56,IMD,31.59,"{""extreme_weather"":true}"
2117,2117,310.72,IMD,90.03,"{""extreme_weather"":true}"
2118,2118,437.95,IMD,7.41,"{""extreme_weather"":true}"
2119,2119,324.37,IMD,40.33,"{""extreme_weather"":true}"
2120,2120,482.35,IMD,40.78,"{""extreme_weather"":true}"
2121,2121,82.31,IMD,86.17,"{""extreme_weather"":true}"
2122,2122,185.8,IMD,96.36,"{""extreme_weather"":true}"
2123,2123,83.94,IMD,57.99,"{""extreme_weather"":true}"
2124,2124,102.42,IMD,61.61,"{""extreme_weather"":true}"
2125,2125,241.9,IMD,93.67,"{""extreme_weather"":true}"
2126,2126,438.08,IMD,19.14,"{""extreme_weather"":true}"
2127,2127,468.81,IMD,68.45,"{""extreme_weather"":true}"
2128,2128,338.45,IMD,44.14,"{""extreme_weather"":true}"
2129,2129,117.71,IMD,69.73,"{""extreme_weather"":true}"
2130,2130,67.26,IMD,2.37,"{""extreme_weather"":true}"
2131,2131,396.3,IMD,2.9,"{""extreme_weather"":true}"
2132,2132,283.04,IMD,21.13,"{""extreme_weather"":true}"
2133,2133,186.53,IMD,63.01,"{""extreme_weather"":true}"
2134,2134,387.85,IMD,26.53,"{""extreme_weather"":true}"
2135,2135,232.49,IMD,9.65,"{""extreme_weather"":true}"
2136,2136,345.64,IMD,21.33,"{""extreme_weather"":true}"
2137,2137,278.7,IMD,34.41,"{""extreme_weather"":true}"
2138,2138,372.11,IMD,76.14,"{""extreme_weather"":true}"
2139,2139,327.66,IMD,42.9,"{""extreme_weather"":true}"
2140,2140,272.23,IMD,7.88,"{""extreme_weather"":true}"
2141,2141,173.49,IMD,77.76,"{""extreme_weather"":true}"
2142,2142,421.66,IMD,65.67,"{""extreme_weather"":true}"
2143,2143,138.06,IMD,61.22,"{""extreme_weather"":true}"
2144,2144,23.25,IMD,60.83,"{""extreme_weather"":true}"
2145,2145,269.08,IMD,9.94,"{""extreme_weather"":true}"
2146,2146,475.42,IMD,83.53,"{""extreme_weather"":true}"
2147,2147,425.04,IMD,29.29,"{""extreme_weather"":true}"
2148,2148,264.21,IMD,34.67,"{""extreme_weather"":true}"
2149,2149,230.66,IMD,73.64,"{""extreme_weather"":true}"
2150,2150,147.37,IMD,59.86,"{""extreme_weather"":true}"
2151,2151,137.34,IMD,89.38,"{""extreme_weather"":true}"
2152,2152,141.84,IMD,13.25,"{""extreme_weather"":true}"
2153,2153,340.86,IMD,12.36,"{""extreme_weather"":true}"
2154,2154,432.27,IMD,26.73,"{""extreme_weather"":true}"
2155,2155,53.05,IMD,95.27,"{""extreme_weather"":true}"
2156,2156,182.19,IMD,86.04,"{""extreme_weather"":true}"
2157,2157,405.44,IMD,85.32,"{""extreme_weather"":true}"
2158,2158,401.51,IMD,93.42,"{""extreme_weather"":true}"
2159,2159,273.62,IMD,23.11,"{""extreme_weather"":true}"
2160,2160,252.32,IMD,13.78,"{""extreme_weather"":true}"
2161,2161,292.82,IMD,34.03,"{""extreme_weather"":true}"
2162,2162,383.13,IMD,96.45,"{""extreme_weather"":true}"
2163,2163,365.23,IMD,61.59,"{""extreme_weather"":true}"
2164,2164,341.74,IMD,79.59,"{""extreme_weather"":true}"
2165,2165,204.62,IMD,58.74,"{""extreme_weather"":true}"
2166,2166,298.57,IMD,17.57,"{""extreme_weather"":true}"
2167,2167,431.48,IMD,26.94,"{""extreme_weather"":true}"
2168,2168,251.87,IMD,84.15,"{""extreme_weather"":true}"
2169,2169,230.34,IMD,38.31,"{""extreme_weather"":true}"
2170,2170,419.84,IMD,30.51,"{""extreme_weather"":true}"
2171,2171,311.96,IMD,62.14,"{""extreme_weather"":true}"
2172,2172,268.97,IMD,60.76,"{""extreme_weather"":true}"
2173,2173,125.4,IMD,71.93,"{""extreme_weather"":true}"
2174,2174,365.43,IMD,96.05,"{""extreme_weather"":true}"
2175,2175,128.21,IMD,12.87,"{""extreme_weather"":true}"
2176,2176,407.39,IMD,54.06,"{""extreme_weather"":true}"
2177,2177,475.87,IMD,29.98,"{""extreme_weather"":true}"
2178,2178,313.15,IMD,45.57,"{""extreme_weather"":true}"
2179,2179,96.8,IMD,65.36,"{""extreme_weather"":true}"
2180,2180,270.79,IMD,39.86,"{""extreme_weather"":true}"
2181,2181,280.64,IMD,20.1,"{""extreme_weather"":true}"
2182,2182,340.4,IMD,49.42,"{""extreme_weather"":true}"
2183,2183,277.49,IMD,97.47,"{""extreme_weather"":true}"
2184,2184,397.52,IMD,80.32,"{""extreme_weather"":true}"
2185,2185,93.82,IMD,28.41,"{""extreme_weather"":true}"
2186,2186,371.8,IMD,94.83,"{""extreme_weather"":true}"
2187,2187,360.92,IMD,60.6,"{""extreme_weather"":true}"
2188,2188,192.75,IMD,8.71,"{""extreme_weather"":true}"
2189,2189,190.22,IMD,91.21,"{""extreme_weather"":true}"
2190,2190,225.58,IMD,19.87,"{""extreme_weather"":true}"
2191,2191,437.04,IMD,20.92,"{""extreme_weather"":true}"
2192,2192,424.33,IMD,29.77,"{""extreme_weather"":true}"
2193,2193,40.57,IMD,82.87,"{""extreme_weather"":true}"
2194,2194,78.79,IMD,20.36,"{""extreme_weather"":true}"
2195,2195,279.99,IMD,20.69,"{""extreme_weather"":true}"
2196,2196,307.52,IMD,16.03,"{""extreme_weather"":true}"
2197,2197,399.1,IMD,39.84,"{""extreme_weather"":true}"
2198,2198,248.06,IMD,22.61,"{""extreme_weather"":true}"
2199,2199,497.8,IMD,92.23,"{""extreme_weather"":true}"
2200,2200,471.14,IMD,13.53,"{""extreme_weather"":true}"
2201,2201,126.86,IMD,73.72,"{""extreme_weather"":true}"
2202,2202,342.84,IMD,34.81,"{""extreme_weather"":true}"
2203,2203,64.7,IMD,28.02,"{""extreme_weather"":true}"
2204,2204,412.76,IMD,82.03,"{""extreme_weather"":true}"
2205,2205,263.02,IMD,37.33,"{""extreme_weather"":true}"
2206,2206,293.6,IMD,87.17,"{""extreme_weather"":true}"
2207,2207,35.52,IMD,68.97,"{""extreme_weather"":true}"
2208,2208,298.94,IMD,31.0,"{""extreme_weather"":true}"
2209,2209,205.11,IMD,87.45,"{""extreme_weather"":true}"
2210,2210,347.56,IMD,47.45,"{""extreme_weather"":true}"
2211,2211,297.79,IMD,51.27,"{""extreme_weather"":true}"
2212,2212,90.3,IMD,58.59,"{""extreme_weather"":true}"
2213,2213,367.52,IMD,13.49,"{""extreme_weather"":true}"
2214,2214,323.74,IMD,39.54,"{""extreme_weather"":true}"
2215,2215,70.67,IMD,46.09,"{""extreme_weather"":true}"
2216,2216,425.94,IMD,83.46,"{""extreme_weather"":true}"
2217,2217,417.64,IMD,91.03,"{""extreme_weather"":true}"
2218,2218,202.21,IMD,98.11,"{""extreme_weather"":true}"
2219,2219,418.7,IMD,34.33,"{""extreme_weather"":true}"
2220,2220,356.37,IMD,92.52,"{""extreme_weather"":true}"
2221,2221,293.78,IMD,92.09,"{""extreme_weather"":true}"
2222,2222,138.28,IMD,35.85,"{""extreme_weather"":true}"
2223,2223,259.97,IMD,54.28,"{""extreme_weather"":true}"
2224,2224,268.64,IMD,50.93,"{""extreme_weather"":true}"
2225,2225,435.74,IMD,30.79,"{""extreme_weather"":true}"
2226,2226,191.96,IMD,31.04,"{""extreme_weather"":true}"
2227,2227,247.65,IMD,10.07,"{""extreme_weather"":true}"
2228,2228,373.45,IMD,7.38,"{""extreme_weather"":true}"
2229,2229,456.18,IMD,77.35,"{""extreme_weather"":true}"
2230,2230,28.7,IMD,98.23,"{""extreme_weather"":true}"
2231,2231,393.34,IMD,51.33,"{""extreme_weather"":true}"
2232,2232,493.86,IMD,40.26,"{""extreme_weather"":true}"
2233,2233,107.76,IMD,22.67,"{""extreme_weather"":true}"
2234,2234,416.9,IMD,68.99,"{""extreme_weather"":true}"
2235,2235,392.52,IMD,12.64,"{""extreme_weather"":true}"
2236,2236,210.81,IMD,61.42,"{""extreme_weather"":true}"
2237,2237,382.09,IMD,90.98,"{""extreme_weather"":true}"
2238,2238,316.19,IMD,78.86,"{""extreme_weather"":true}"
2239,2239,219.64,IMD,98.72,"{""extreme_weather"":true}"
2240,2240,351.08,IMD,10.19,"{""extreme_weather"":true}"
2241,2241,77.2,IMD,70.65,"{""extreme_weather"":true}"
2242,2242,115.97,IMD,22.79,"{""extreme_weather"":true}"
2243,2243,455.47,IMD,34.66,"{""extreme_weather"":true}"
2244,2244,274.21,IMD,15.45,"{""extreme_weather"":true}"
2245,2245,175.2,IMD,41.94,"{""extreme_weather"":true}"
2246,2246,451.82,IMD,99.78,"{""extreme_weather"":true}"
2247,2247,100.3,IMD,35.49,"{""extreme_weather"":true}"
2248,2248,72.59,IMD,71.99,"{""extreme_weather"":true}"
2249,2249,439.52,IMD,84.92,"{""extreme_weather"":true}"
2250,2250,27.93,IMD,32.71,"{""extreme_weather"":true}"
2251,2251,186.26,IMD,98.13,"{""extreme_weather"":true}"
2252,2252,429.41,IMD,99.96,"{""extreme_weather"":true}"
2253,2253,76.98,IMD,28.41,"{""extreme_weather"":true}"
2254,2254,11.59,IMD,24.62,"{""extreme_weather"":true}"
2255,2255,375.64,IMD,39.56,"{""extreme_weather"":true}"
2256,2256,399.56,IMD,41.4,"{""extreme_weather"":true}"
2257,2257,70.77,IMD,62.41,"{""extreme_weather"":true}"
2258,2258,396.29,IMD,72.69,"{""extreme_weather"":true}"
2259,2259,30.15,IMD,8.78,"{""extreme_weather"":true}"
2260,2260,360.4,IMD,65.5,"{""extreme_weather"":true}"
2261,2261,253.24,IMD,45.65,"{""extreme_weather"":true}"
2262,2262,477.89,IMD,66.58,"{""extreme_weather"":true}"
2263,2263,225.86,IMD,15.46,"{""extreme_weather"":true}"
2264,2264,32.84,IMD,28.88,"{""extreme_weather"":true}"
2265,2265,441.97,IMD,18.75,"{""extreme_weather"":true}"
2266,2266,283.92,IMD,3.98,"{""extreme_weather"":true}"
2267,2267,495.98,IMD,26.98,"{""extreme_weather"":true}"
2268,2268,68.97,IMD,37.36,"{""extreme_weather"":true}"
2269,2269,364.52,IMD,9.56,"{""extreme_weather"":true}"
2270,2270,499.76,IMD,24.66,"{""extreme_weather"":true}"
2271,2271,227.88,IMD,15.5,"{""extreme_weather"":true}"
2272,2272,394.86,IMD,29.43,"{""extreme_weather"":true}"
2273,2273,163.19,IMD,46.71,"{""extreme_weather"":true}"
2274,2274,352.47,IMD,30.93,"{""extreme_weather"":true}"
2275,2275,295.34,IMD,49.98,"{""extreme_weather"":true}"
2276,2276,324.67,IMD,6.25,"{""extreme_weather"":true}"
2277,2277,66.56,IMD,21.71,"{""extreme_weather"":true}"
2278,2278,273.88,IMD,47.39,"{""extreme_weather"":true}"
2279,2279,16.57,IMD,36.83,"{""extreme_weather"":true}"
2280,2280,473.01,IMD,89.65,"{""extreme_weather"":true}"
2281,2281,205.66,IMD,47.62,"{""extreme_weather"":true}"
2282,2282,255.47,IMD,39.48,"{""extreme_weather"":true}"
2283,2283,78.85,IMD,12.85,"{""extreme_weather"":true}"
2284,2284,189.02,IMD,71.98,"{""extreme_weather"":true}"
2285,2285,172.06,IMD,79.7,"{""extreme_weather"":true}"
2286,2286,473.67,IMD,21.45,"{""extreme_weather"":true}"
2287,2287,146.78,IMD,71.68,"{""extreme_weather"":true}"
2288,2288,322.36,IMD,61.13,"{""extreme_weather"":true}"
2289,2289,88.65,IMD,98.71,"{""extreme_weather"":true}"
2290,2290,448.68,IMD,20.88,"{""extreme_weather"":true}"
2291,2291,37.51,IMD,16.62,"{""extreme_weather"":true}"
2292,2292,50.7,IMD,77.92,"{""extreme_weather"":true}"
2293,2293,100.38,IMD,16.12,"{""extreme_weather"":true}"
2294,2294,419.36,IMD,27.94,"{""extreme_weather"":true}"
2295,2295,31.35,IMD,17.62,"{""extreme_weather"":true}"
2296,2296,181.37,IMD,98.03,"{""extreme_weather"":true}"
2297,2297,127.36,IMD,59.27,"{""extreme_weather"":true}"
2298,2298,174.25,IMD,53.7,"{""extreme_weather"":true}"
2299,2299,134.43,IMD,98.02,"{""extreme_weather"":true}"
2300,2300,40.16,IMD,88.98,"{""extreme_weather"":true}"
2301,2301,256.41,IMD,19.21,"{""extreme_weather"":true}"
2302,2302,200.79,IMD,85.03,"{""extreme_weather"":true}"
2303,2303,323.41,IMD,50.69,"{""extreme_weather"":true}"
2304,2304,499.43,IMD,51.7,"{""extreme_weather"":true}"
2305,2305,469.63,IMD,10.74,"{""extreme_weather"":true}"
2306,2306,394.84,IMD,72.66,"{""extreme_weather"":true}"
2307,2307,301.85,IMD,26.38,"{""extreme_weather"":true}"
2308,2308,98.55,IMD,56.42,"{""extreme_weather"":true}"
2309,2309,57.39,IMD,74.78,"{""extreme_weather"":true}"
2310,2310,67.62,IMD,20.31,"{""extreme_weather"":true}"
2311,2311,82.27,IMD,14.69,"{""extreme_weather"":true}"
2312,2312,461.46,IMD,62.55,"{""extreme_weather"":true}"
2313,2313,53.18,IMD,97.41,"{""extreme_weather"":true}"
2314,2314,178.67,IMD,5.38,"{""extreme_weather"":true}"
2315,2315,210.24,IMD,77.83,"{""extreme_weather"":true}"
2316,2316,49.88,IMD,21.69,"{""extreme_weather"":true}"
2317,2317,498.79,IMD,49.24,"{""extreme_weather"":true}"
2318,2318,494.53,IMD,28.48,"{""extreme_weather"":true}"
2319,2319,440.21,IMD,91.65,"{""extreme_weather"":true}"
2320,2320,456.13,IMD,97.21,"{""extreme_weather"":true}"
2321,2321,480.23,IMD,26.66,"{""extreme_weather"":true}"
2322,2322,6.87,IMD,15.97,"{""extreme_weather"":true}"
2323,2323,135.44,IMD,56.12,"{""extreme_weather"":true}"
2324,2324,101.93,IMD,70.13,"{""extreme_weather"":true}"
2325,2325,38.06,IMD,37.27,"{""extreme_weather"":true}"
2326,2326,343.73,IMD,48.4,"{""extreme_weather"":true}"
2327,2327,229.71,IMD,40.37,"{""extreme_weather"":true}"
2328,2328,228.45,IMD,20.29,"{""extreme_weather"":true}"
2329,2329,313.16,IMD,34.44,"{""extreme_weather"":true}"
2330,2330,270.33,IMD,13.2,"{""extreme_weather"":true}"
2331,2331,109.29,IMD,28.91,"{""extreme_weather"":true}"
2332,2332,454.98,IMD,80.93,"{""extreme_weather"":true}"
2333,2333,9.91,IMD,80.82,"{""extreme_weather"":true}"
2334,2334,473.59,IMD,49.32,"{""extreme_weather"":true}"
2335,2335,369.93,IMD,47.17,"{""extreme_weather"":true}"
2336,2336,485.17,IMD,90.5,"{""extreme_weather"":true}"
2337,2337,458.07,IMD,22.42,"{""extreme_weather"":true}"
2338,2338,479.32,IMD,5.43,"{""extreme_weather"":true}"
2339,2339,136.97,IMD,16.56,"{""extreme_weather"":true}"
2340,2340,41.28,IMD,39.48,"{""extreme_weather"":true}"
2341,2341,355.53,IMD,44.71,"{""extreme_weather"":true}"
2342,2342,268.12,IMD,97.9,"{""extreme_weather"":true}"
2343,2343,323.29,IMD,87.84,"{""extreme_weather"":true}"
2344,2344,99.67,IMD,50.28,"{""extreme_weather"":true}"
2345,2345,119.69,IMD,14.13,"{""extreme_weather"":true}"
2346,2346,428.7,IMD,27.86,"{""extreme_weather"":true}"
2347,2347,239.31,IMD,57.55,"{""extreme_weather"":true}"
2348,2348,468.06,IMD,29.03,"{""extreme_weather"":true}"
2349,2349,248.64,IMD,52.4,"{""extreme_weather"":true}"
2350,2350,170.6,IMD,57.61,"{""extreme_weather"":true}"
2351,2351,416.05,IMD,76.02,"{""extreme_weather"":true}"
2352,2352,311.84,IMD,9.72,"{""extreme_weather"":true}"
2353,2353,37.34,IMD,40.77,"{""extreme_weather"":true}"
2354,2354,313.81,IMD,5.03,"{""extreme_weather"":true}"
2355,2355,462.71,IMD,33.58,"{""extreme_weather"":true}"
2356,2356,104.47,IMD,70.31,"{""extreme_weather"":true}"
2357,2357,313.12,IMD,59.41,"{""extreme_weather"":true}"
2358,2358,427.72,IMD,38.86,"{""extreme_weather"":true}"
2359,2359,72.75,IMD,26.02,"{""extreme_weather"":true}"
2360,2360,235.72,IMD,6.58,"{""extreme_weather"":true}"
2361,2361,293.4,IMD,34.93,"{""extreme_weather"":true}"
2362,2362,85.47,IMD,69.13,"{""extreme_weather"":true}"
2363,2363,53.95,IMD,29.31,"{""extreme_weather"":true}"
2364,2364,176.1,IMD,37.02,"{""extreme_weather"":true}"
2365,2365,265.44,IMD,49.92,"{""extreme_weather"":true}"
2366,2366,423.02,IMD,63.25,"{""extreme_weather"":true}"
2367,2367,420.79,IMD,50.84,"{""extreme_weather"":true}"
2368,2368,421.73,IMD,24.84,"{""extreme_weather"":true}"
2369,2369,428.62,IMD,65.9,"{""extreme_weather"":true}"
2370,2370,102.66,IMD,8.53,"{""extreme_weather"":true}"
2371,2371,424.25,IMD,62.65,"{""extreme_weather"":true}"
2372,2372,189.67,IMD,49.9,"{""extreme_weather"":true}"
2373,2373,120.2,IMD,86.88,"{""extreme_weather"":true}"
2374,2374,237.58,IMD,52.63,"{""extreme_weather"":true}"
2375,2375,280.95,IMD,40.19,"{""extreme_weather"":true}"
2376,2376,290.98,IMD,71.81,"{""extreme_weather"":true}"
2377,2377,191.13,IMD,27.62,"{""extreme_weather"":true}"
2378,2378,489.59,IMD,88.76,"{""extreme_weather"":true}"
2379,2379,189.26,IMD,49.92,"{""extreme_weather"":true}"
2380,2380,398.54,IMD,39.38,"{""extreme_weather"":true}"
2381,2381,259.17,IMD,1.5,"{""extreme_weather"":true}"
2382,2382,444.14,IMD,48.74,"{""extreme_weather"":true}"
2383,2383,16.38,IMD,50.26,"{""extreme_weather"":true}"
2384,2384,69.34,IMD,1.39,"{""extreme_weather"":true}"
2385,2385,109.57,IMD,74.13,"{""extreme_weather"":true}"
2386,2386,379.67,IMD,66.54,"{""extreme_weather"":true}"
2387,2387,73.38,IMD,75.67,"{""extreme_weather"":true}"
2388,2388,235.58,IMD,36.49,"{""extreme_weather"":true}"
2389,2389,438.67,IMD,8.2,"{""extreme_weather"":true}"
2390,2390,37.46,IMD,26.15,"{""extreme_weather"":true}"
2391,2391,16.36,IMD,81.01,"{""extreme_weather"":true}"
2392,2392,262.29,IMD,94.24,"{""extreme_weather"":true}"
2393,2393,140.59,IMD,69.18,"{""extreme_weather"":true}"
2394,2394,209.14,IMD,50.85,"{""extreme_weather"":true}"
2395,2395,452.34,IMD,37.27,"{""extreme_weather"":true}"
2396,2396,465.0,IMD,51.0,"{""extreme_weather"":true}"
2397,2397,435.56,IMD,59.3,"{""extreme_weather"":true}"
2398,2398,413.64,IMD,89.93,"{""extreme_weather"":true}"
2399,2399,406.39,IMD,37.42,"{""extreme_weather"":true}"
2400,2400,11.73,IMD,33.31,"{""extreme_weather"":true}"
2401,2401,343.17,IMD,63.78,"{""extreme_weather"":true}"
2402,2402,30.92,IMD,9.24,"{""extreme_weather"":true}"
2403,2403,351.6,IMD,71.23,"{""extreme_weather"":true}"
2404,2404,233.69,IMD,77.45,"{""extreme_weather"":true}"
2405,2405,110.08,IMD,19.27,"{""extreme_weather"":true}"
2406,2406,332.32,IMD,80.29,"{""extreme_weather"":true}"
2407,2407,470.62,IMD,26.58,"{""extreme_weather"":true}"
2408,2408,213.53,IMD,69.45,"{""extreme_weather"":true}"
2409,2409,276.64,IMD,19.95,"{""extreme_weather"":true}"
2410,2410,459.46,IMD,90.59,"{""extreme_weather"":true}"
2411,2411,433.01,IMD,95.3,"{""extreme_weather"":true}"
2412,2412,456.56,IMD,60.33,"{""extreme_weather"":true}"
2413,2413,489.76,IMD,71.94,"{""extreme_weather"":true}"
2414,2414,250.02,IMD,72.15,"{""extreme_weather"":true}"
2415,2415,192.38,IMD,81.06,"{""extreme_weather"":true}"
2416,2416,418.93,IMD,97.25,"{""extreme_weather"":true}"
2417,2417,275.1,IMD,37.8,"{""extreme_weather"":true}"
2418,2418,257.21,IMD,33.79,"{""extreme_weather"":true}"
2419,2419,231.41,IMD,33.57,"{""extreme_weather"":true}"
2420,2420,489.05,IMD,98.03,"{""extreme_weather"":true}"
2421,2421,193.09,IMD,12.62,"{""extreme_weather"":true}"
2422,2422,317.88,IMD,13.05,"{""extreme_weather"":true}"
2423,2423,163.57,IMD,78.32,"{""extreme_weather"":true}"
2424,2424,328.68,IMD,15.02,"{""extreme_weather"":true}"
2425,2425,358.17,IMD,67.23,"{""extreme_weather"":true}"
2426,2426,218.63,IMD,49.49,"{""extreme_weather"":true}"
2427,2427,94.48,IMD,69.77,"{""extreme_weather"":true}"
2428,2428,471.81,IMD,14.09,"{""extreme_weather"":true}"
2429,2429,165.43,IMD,29.82,"{""extreme_weather"":true}"
2430,2430,271.07,IMD,73.34,"{""extreme_weather"":true}"
2431,2431,280.37,IMD,80.61,"{""extreme_weather"":true}"
2432,2432,384.87,IMD,82.96,"{""extreme_weather"":true}"
2433,2433,407.04,IMD,40.0,"{""extreme_weather"":true}"
2434,2434,473.98,IMD,54.96,"{""extreme_weather"":true}"
2435,2435,300.45,IMD,79.83,"{""extreme_weather"":true}"
2436,2436,275.07,IMD,77.09,"{""extreme_weather"":true}"
2437,2437,385.25,IMD,14.9,"{""extreme_weather"":true}"
2438,2438,451.62,IMD,30.63,"{""extreme_weather"":true}"
2439,2439,101.02,IMD,13.72,"{""extreme_weather"":true}"
2440,2440,213.06,IMD,37.01,"{""extreme_weather"":true}"
2441,2441,270.77,IMD,87.51,"{""extreme_weather"":true}"
2442,2442,42.47,IMD,97.04,"{""extreme_weather"":true}"
2443,2443,458.7,IMD,64.01,"{""extreme_weather"":true}"
2444,2444,357.45,IMD,22.33,"{""extreme_weather"":true}"
2445,2445,34.94,IMD,68.28,"{""extreme_weather"":true}"
2446,2446,177.97,IMD,6.56,"{""extreme_weather"":true}"
2447,2447,493.97,IMD,81.65,"{""extreme_weather"":true}"
2448,2448,87.19,IMD,79.79,"{""extreme_weather"":true}"
2449,2449,282.12,IMD,73.33,"{""extreme_weather"":true}"
2450,2450,79.83,IMD,45.02,"{""extreme_weather"":true}"
2451,2451,84.57,IMD,31.58,"{""extreme_weather"":true}"
2452,2452,295.08,IMD,72.06,"{""extreme_weather"":true}"
2453,2453,161.91,IMD,77.55,"{""extreme_weather"":true}"
2454,2454,239.14,IMD,6.69,"{""extreme_weather"":true}"
2455,2455,422.43,IMD,57.99,"{""extreme_weather"":true}"
2456,2456,151.87,IMD,58.41,"{""extreme_weather"":true}"
2457,2457,176.79,IMD,49.0,"{""extreme_weather"":true}"
2458,2458,60.14,IMD,77.01,"{""extreme_weather"":true}"
2459,2459,197.78,IMD,76.35,"{""extreme_weather"":true}"
2460,2460,378.1,IMD,58.68,"{""extreme_weather"":true}"
2461,2461,215.92,IMD,80.17,"{""extreme_weather"":true}"
2462,2462,402.58,IMD,89.84,"{""extreme_weather"":true}"
2463,2463,223.96,IMD,4.38,"{""extreme_weather"":true}"
2464,2464,208.73,IMD,89.0,"{""extreme_weather"":true}"
2465,2465,340.72,IMD,3.18,"{""extreme_weather"":true}"
2466,2466,355.27,IMD,27.87,"{""extreme_weather"":true}"
2467,2467,327.7,IMD,11.33,"{""extreme_weather"":true}"
