farm_id,farmer_id,survey_number,gat_number,farm_area_hectare,village_id,geojson,soil_type,irrigation_type
2232,1112,228/3,GAT-2232,5.68,242,"{""type"":""Polygon""}",Red Soil,Rainfed
2233,1113,701/3,GAT-2233,4.46,443,"{""type"":""Polygon""}",Clay,Canal
2234,1114,994/3,GAT-2234,1.73,477,"{""type"":""Polygon""}",Clay,Drip
2235,1115,923/4,GAT-2235,0.62,49,"{""type"":""Polygon""}",Red Soil,Canal
2236,1115,434/1,GAT-2236,4.67,49,"{""type"":""Polygon""}",Black Soil,Canal
2237,1115,328/3,GAT-2237,9.22,49,"{""type"":""Polygon""}",Red Soil,Drip
2238,1116,395/2,GAT-2238,9.33,191,"{""type"":""Polygon""}",Black Soil,Canal
2239,1116,52/1,GAT-2239,8.93,191,"{""type"":""Polygon""}",Clay,Rainfed
2240,1117,286/5,GAT-2240,8.01,229,"{""type"":""Polygon""}",Clay,Drip
2241,1118,839/3,GAT-2241,2.11,254,"{""type"":""Polygon""}",Black Soil,Canal
2242,1118,701/5,GAT-2242,7.87,254,"{""type"":""Polygon""}",Red Soil,Rainfed
2243,1118,829/2,GAT-2243,5.54,254,"{""type"":""Polygon""}",Clay,Rainfed
2244,1119,536/2,GAT-2244,1.49,117,"{""type"":""Polygon""}",Red Soil,Canal
2245,1119,557/4,GAT-2245,9.93,117,"{""type"":""Polygon""}",Black Soil,Canal
2246,1119,290/5,GAT-2246,4.44,117,"{""type"":""Polygon""}",Black Soil,Rainfed
2247,1120,659/2,GAT-2247,1.13,37,"{""type"":""Polygon""}",Black Soil,Drip
2248,1120,928/2,GAT-2248,1.04,37,"{""type"":""Polygon""}",Clay,Canal
2249,1120,653/2,GAT-2249,5.97,37,"{""type"":""Polygon""}",Clay,Canal
2250,1121,448/1,GAT-2250,7.24,93,"{""type"":""Polygon""}",Red Soil,Rainfed
2251,1121,320/2,GAT-2251,8.04,93,"{""type"":""Polygon""}",Clay,Canal
2252,1122,428/4,GAT-2252,9.41,1,"{""type"":""Polygon""}",Clay,Drip
2253,1122,239/5,GAT-2253,8.98,1,"{""type"":""Polygon""}",Red Soil,Drip
2254,1123,17/2,GAT-2254,4.47,19,"{""type"":""Polygon""}",Black Soil,Drip
2255,1123,9/4,GAT-2255,2.05,19,"{""type"":""Polygon""}",Black Soil,Canal
2256,1124,653/4,GAT-2256,9.13,14,"{""type"":""Polygon""}",Red Soil,Canal
2257,1124,961/1,GAT-2257,4.75,14,"{""type"":""Polygon""}",Red Soil,Rainfed
2258,1125,430/1,GAT-2258,4.93,387,"{""type"":""Polygon""}",Black Soil,Drip
2259,1125,595/4,GAT-2259,6.61,387,"{""type"":""Polygon""}",Red Soil,Rainfed
2260,1126,19/1,GAT-2260,0.87,108,"{""type"":""Polygon""}",Clay,Drip
2261,1126,68/5,GAT-2261,2.01,108,"{""type"":""Polygon""}",Red Soil,Rainfed
2262,1127,983/5,GAT-2262,6.61,478,"{""type"":""Polygon""}",Black Soil,Rainfed
2263,1128,24/3,GAT-2263,5.4,128,"{""type"":""Polygon""}",Red Soil,Rainfed
2264,1128,255/3,GAT-2264,7.21,128,"{""type"":""Polygon""}",Red Soil,Drip
2265,1128,559/5,GAT-2265,8.72,128,"{""type"":""Polygon""}",Red Soil,Rainfed
2266,1129,603/4,GAT-2266,9.27,342,"{""type"":""Polygon""}",Clay,Rainfed
2267,1129,164/5,GAT-2267,3.71,342,"{""type"":""Polygon""}",Clay,Rainfed
2268,1130,898/1,GAT-2268,3.65,363,"{""type"":""Polygon""}",Black Soil,Drip
2269,1130,357/5,GAT-2269,3.57,363,"{""type"":""Polygon""}",Red Soil,Rainfed
2270,1130,747/2,GAT-2270,8.35,363,"{""type"":""Polygon""}",Black Soil,Canal
2271,1131,943/5,GAT-2271,5.69,269,"{""type"":""Polygon""}",Clay,Rainfed
2272,1131,650/2,GAT-2272,8.77,269,"{""type"":""Polygon""}",Clay,Drip
2273,1131,731/2,GAT-2273,7.08,269,"{""type"":""Polygon""}",Black Soil,Canal
2274,1132,125/4,GAT-2274,2.15,430,"{""type"":""Polygon""}",Black Soil,Rainfed
2275,1132,886/2,GAT-2275,7.7,430,"{""type"":""Polygon""}",Black Soil,Canal
2276,1132,331/1,GAT-2276,4.55,430,"{""type"":""Polygon""}",Red Soil,Drip
2277,1133,998/1,GAT-2277,6.02,301,"{""type"":""Polygon""}",Black Soil,Rainfed
2278,1133,307/1,GAT-2278,2.76,301,"{""type"":""Polygon""}",Clay,Canal
2279,1133,128/1,GAT-2279,8.16,301,"{""type"":""Polygon""}",Red Soil,Canal
2280,1134,511/3,GAT-2280,4.53,161,"{""type"":""Polygon""}",Clay,Rainfed
2281,1134,772/3,GAT-2281,2.46,161,"{""type"":""Polygon""}",Clay,Canal
2282,1135,256/3,GAT-2282,8.84,240,"{""type"":""Polygon""}",Black Soil,Rainfed
2283,1135,3/3,GAT-2283,6.78,240,"{""type"":""Polygon""}",Clay,Drip
2284,1135,428/3,GAT-2284,1.8,240,"{""type"":""Polygon""}",Red Soil,Canal
2285,1136,522/5,GAT-2285,9.35,457,"{""type"":""Polygon""}",Clay,Canal
2286,1137,56/3,GAT-2286,5.27,395,"{""type"":""Polygon""}",Black Soil,Rainfed
2287,1137,561/1,GAT-2287,8.73,395,"{""type"":""Polygon""}",Clay,Rainfed
2288,1137,130/1,GAT-2288,4.21,395,"{""type"":""Polygon""}",Clay,Drip
2289,1138,103/2,GAT-2289,8.89,269,"{""type"":""Polygon""}",Red Soil,Drip
2290,1139,455/1,GAT-2290,6.96,415,"{""type"":""Polygon""}",Black Soil,Rainfed
2291,1139,519/5,GAT-2291,1.42,415,"{""type"":""Polygon""}",Red Soil,Rainfed
2292,1140,794/1,GAT-2292,6.56,7,"{""type"":""Polygon""}",Clay,Rainfed
2293,1140,857/4,GAT-2293,0.81,7,"{""type"":""Polygon""}",Clay,Canal
2294,1141,484/2,GAT-2294,2.2,425,"{""type"":""Polygon""}",Red Soil,Drip
2295,1141,237/3,GAT-2295,4.59,425,"{""type"":""Polygon""}",Clay,Canal
2296,1142,952/2,GAT-2296,9.3,439,"{""type"":""Polygon""}",Black Soil,Drip
2297,1142,853/1,GAT-2297,8.89,439,"{""type"":""Polygon""}",Black Soil,Canal
2298,1143,584/5,GAT-2298,2.42,312,"{""type"":""Polygon""}",Clay,Rainfed
2299,1144,12/2,GAT-2299,1.98,298,"{""type"":""Polygon""}",Black Soil,Drip
2300,1144,949/5,GAT-2300,9.46,298,"{""type"":""Polygon""}",Red Soil,Canal
2301,1145,345/2,GAT-2301,7.2,91,"{""type"":""Polygon""}",Clay,Drip
2302,1145,4/3,GAT-2302,4.54,91,"{""type"":""Polygon""}",Red Soil,Drip
2303,1146,878/2,GAT-2303,9.29,167,"{""type"":""Polygon""}",Clay,Rainfed
2304,1146,20/2,GAT-2304,8.88,167,"{""type"":""Polygon""}",Red Soil,Drip
2305,1146,38/4,GAT-2305,9.17,167,"{""type"":""Polygon""}",Red Soil,Canal
2306,1147,186/2,GAT-2306,8.5,178,"{""type"":""Polygon""}",Black Soil,Rainfed
2307,1147,444/5,GAT-2307,9.18,178,"{""type"":""Polygon""}",Red Soil,Rainfed
2308,1147,387/4,GAT-2308,3.33,178,"{""type"":""Polygon""}",Black Soil,Canal
2309,1148,172/4,GAT-2309,6.14,423,"{""type"":""Polygon""}",Clay,Drip
2310,1148,41/5,GAT-2310,3.0,423,"{""type"":""Polygon""}",Red Soil,Canal
2311,1149,252/1,GAT-2311,7.9,267,"{""type"":""Polygon""}",Clay,Rainfed
2312,1150,728/4,GAT-2312,9.1,212,"{""type"":""Polygon""}",Red Soil,Rainfed
2313,1150,715/1,GAT-2313,1.94,212,"{""type"":""Polygon""}",Black Soil,Drip
2314,1151,667/4,GAT-2314,4.18,159,"{""type"":""Polygon""}",Black Soil,Rainfed
2315,1151,132/4,GAT-2315,4.28,159,"{""type"":""Polygon""}",Black Soil,Rainfed
2316,1151,537/4,GAT-2316,9.94,159,"{""type"":""Polygon""}",Red Soil,Rainfed
2317,1152,721/2,GAT-2317,6.55,294,"{""type"":""Polygon""}",Black Soil,Rainfed
2318,1152,763/4,GAT-2318,5.95,294,"{""type"":""Polygon""}",Black Soil,Canal
2319,1153,290/4,GAT-2319,6.55,198,"{""type"":""Polygon""}",Black Soil,Canal
2320,1153,193/1,GAT-2320,3.22,198,"{""type"":""Polygon""}",Red Soil,Drip
2321,1154,727/2,GAT-2321,4.65,55,"{""type"":""Polygon""}",Black Soil,Drip
2322,1155,408/2,GAT-2322,4.02,25,"{""type"":""Polygon""}",Black Soil,Canal
2323,1155,543/5,GAT-2323,1.07,25,"{""type"":""Polygon""}",Clay,Drip
2324,1155,489/4,GAT-2324,1.2,25,"{""type"":""Polygon""}",Red Soil,Rainfed
2325,1156,465/2,GAT-2325,4.65,17,"{""type"":""Polygon""}",Red Soil,Canal
2326,1157,315/2,GAT-2326,0.92,423,"{""type"":""Polygon""}",Black Soil,Rainfed
2327,1157,121/5,GAT-2327,3.19,423,"{""type"":""Polygon""}",Red Soil,Drip
2328,1158,470/2,GAT-2328,4.08,290,"{""type"":""Polygon""}",Clay,Canal
2329,1158,771/2,GAT-2329,7.28,290,"{""type"":""Polygon""}",Red Soil,Rainfed
2330,1159,697/4,GAT-2330,3.89,138,"{""type"":""Polygon""}",Black Soil,Drip
2331,1159,270/4,GAT-2331,6.93,138,"{""type"":""Polygon""}",Clay,Canal
2332,1160,981/1,GAT-2332,2.15,324,"{""type"":""Polygon""}",Red Soil,Drip
2333,1161,119/1,GAT-2333,8.11,136,"{""type"":""Polygon""}",Clay,Canal
2334,1162,583/1,GAT-2334,9.07,439,"{""type"":""Polygon""}",Red Soil,Drip
2335,1163,922/2,GAT-2335,9.67,117,"{""type"":""Polygon""}",Red Soil,Rainfed
2336,1164,953/2,GAT-2336,3.91,341,"{""type"":""Polygon""}",Black Soil,Rainfed
2337,1165,414/2,GAT-2337,8.36,376,"{""type"":""Polygon""}",Black Soil,Canal
2338,1166,821/4,GAT-2338,4.4,58,"{""type"":""Polygon""}",Black Soil,Drip
2339,1166,610/1,GAT-2339,5.11,58,"{""type"":""Polygon""}",Black Soil,Canal
2340,1166,481/3,GAT-2340,5.73,58,"{""type"":""Polygon""}",Red Soil,Drip
2341,1167,502/4,GAT-2341,3.57,83,"{""type"":""Polygon""}",Clay,Drip
2342,1167,314/4,GAT-2342,3.5,83,"{""type"":""Polygon""}",Black Soil,Rainfed
2343,1167,953/5,GAT-2343,9.28,83,"{""type"":""Polygon""}",Black Soil,Drip
2344,1168,627/4,GAT-2344,6.08,278,"{""type"":""Polygon""}",Red Soil,Drip
2345,1169,746/5,GAT-2345,1.9,420,"{""type"":""Polygon""}",Red Soil,Canal
2346,1169,332/2,GAT-2346,3.16,420,"{""type"":""Polygon""}",Clay,Drip
2347,1169,573/3,GAT-2347,2.47,420,"{""type"":""Polygon""}",Black Soil,Drip
2348,1170,443/2,GAT-2348,9.76,417,"{""type"":""Polygon""}",Clay,Drip
2349,1170,802/5,GAT-2349,3.66,417,"{""type"":""Polygon""}",Red Soil,Drip
2350,1171,497/1,GAT-2350,4.89,70,"{""type"":""Polygon""}",Clay,Rainfed
2351,1171,205/4,GAT-2351,7.12,70,"{""type"":""Polygon""}",Black Soil,Drip
2352,1172,630/2,GAT-2352,9.13,168,"{""type"":""Polygon""}",Red Soil,Drip
2353,1172,875/2,GAT-2353,1.96,168,"{""type"":""Polygon""}",Black Soil,Canal
2354,1173,939/2,GAT-2354,7.35,259,"{""type"":""Polygon""}",Clay,Drip
2355,1173,576/4,GAT-2355,8.07,259,"{""type"":""Polygon""}",Red Soil,Drip
2356,1173,904/4,GAT-2356,1.75,259,"{""type"":""Polygon""}",Red Soil,Rainfed
2357,1174,195/1,GAT-2357,5.5,333,"{""type"":""Polygon""}",Black Soil,Canal
2358,1174,669/5,GAT-2358,6.44,333,"{""type"":""Polygon""}",Red Soil,Rainfed
2359,1174,108/5,GAT-2359,4.46,333,"{""type"":""Polygon""}",Clay,Rainfed
2360,1175,777/1,GAT-2360,5.96,235,"{""type"":""Polygon""}",Black Soil,Canal
2361,1175,856/5,GAT-2361,8.95,235,"{""type"":""Polygon""}",Red Soil,Rainfed
2362,1175,802/2,GAT-2362,0.65,235,"{""type"":""Polygon""}",Red Soil,Rainfed
2363,1176,522/4,GAT-2363,7.45,457,"{""type"":""Polygon""}",Black Soil,Drip
2364,1176,276/4,GAT-2364,2.03,457,"{""type"":""Polygon""}",Clay,Rainfed
2365,1176,208/4,GAT-2365,1.54,457,"{""type"":""Polygon""}",Red Soil,Rainfed
2366,1177,353/1,GAT-2366,2.01,233,"{""type"":""Polygon""}",Red Soil,Rainfed
2367,1177,990/4,GAT-2367,6.15,233,"{""type"":""Polygon""}",Black Soil,Canal
2368,1177,120/1,GAT-2368,0.98,233,"{""type"":""Polygon""}",Red Soil,Drip
2369,1178,467/4,GAT-2369,7.09,164,"{""type"":""Polygon""}",Red Soil,Canal
2370,1178,707/1,GAT-2370,7.98,164,"{""type"":""Polygon""}",Clay,Drip
2371,1179,101/2,GAT-2371,0.77,318,"{""type"":""Polygon""}",Red Soil,Drip
2372,1179,478/5,GAT-2372,8.2,318,"{""type"":""Polygon""}",Red Soil,Drip
2373,1179,351/5,GAT-2373,5.36,318,"{""type"":""Polygon""}",Clay,Drip
2374,1180,606/4,GAT-2374,5.85,101,"{""type"":""Polygon""}",Clay,Canal
2375,1181,38/4,GAT-2375,2.1,454,"{""type"":""Polygon""}",Black Soil,Rainfed
2376,1181,717/3,GAT-2376,7.24,454,"{""type"":""Polygon""}",Red Soil,Drip
2377,1181,544/2,GAT-2377,5.09,454,"{""type"":""Polygon""}",Red Soil,Canal
2378,1182,376/2,GAT-2378,5.74,178,"{""type"":""Polygon""}",Red Soil,Canal
2379,1182,917/2,GAT-2379,4.86,178,"{""type"":""Polygon""}",Black Soil,Canal
2380,1182,249/1,GAT-2380,1.43,178,"{""type"":""Polygon""}",Red Soil,Drip
2381,1183,488/3,GAT-2381,1.75,441,"{""type"":""Polygon""}",Black Soil,Rainfed
2382,1183,982/1,GAT-2382,6.24,441,"{""type"":""Polygon""}",Clay,Drip
2383,1183,782/2,GAT-2383,1.14,441,"{""type"":""Polygon""}",Red Soil,Rainfed
2384,1184,750/3,GAT-2384,9.22,134,"{""type"":""Polygon""}",Clay,Drip
2385,1185,36/5,GAT-2385,3.38,120,"{""type"":""Polygon""}",Red Soil,Rainfed
2386,1185,160/1,GAT-2386,1.12,120,"{""type"":""Polygon""}",Red Soil,Canal
2387,1186,233/5,GAT-2387,1.51,52,"{""type"":""Polygon""}",Clay,Rainfed
2388,1187,500/5,GAT-2388,9.54,70,"{""type"":""Polygon""}",Black Soil,Drip
2389,1188,547/1,GAT-2389,4.04,269,"{""type"":""Polygon""}",Black Soil,Drip
2390,1189,323/5,GAT-2390,3.58,274,"{""type"":""Polygon""}",Clay,Drip
2391,1190,703/1,GAT-2391,2.53,95,"{""type"":""Polygon""}",Red Soil,Rainfed
2392,1190,780/1,GAT-2392,5.34,95,"{""type"":""Polygon""}",Red Soil,Drip
2393,1190,521/4,GAT-2393,2.22,95,"{""type"":""Polygon""}",Black Soil,Rainfed
2394,1191,683/4,GAT-2394,1.88,241,"{""type"":""Polygon""}",Black Soil,Rainfed
2395,1191,385/4,GAT-2395,7.14,241,"{""type"":""Polygon""}",Black Soil,Rainfed
2396,1192,155/2,GAT-2396,7.18,113,"{""type"":""Polygon""}",Clay,Drip
2397,1193,213/1,GAT-2397,6.44,346,"{""type"":""Polygon""}",Red Soil,Rainfed
2398,1194,71/3,GAT-2398,4.75,396,"{""type"":""Polygon""}",Clay,Drip
2399,1195,862/5,GAT-2399,2.56,216,"{""type"":""Polygon""}",Black Soil,Rainfed
2400,1196,381/2,GAT-2400,6.13,374,"{""type"":""Polygon""}",Black Soil,Drip
2401,1197,984/1,GAT-2401,8.94,277,"{""type"":""Polygon""}",Black Soil,Drip
2402,1197,862/4,GAT-2402,7.83,277,"{""type"":""Polygon""}",Black Soil,Drip
2403,1197,474/1,GAT-2403,9.43,277,"{""type"":""Polygon""}",Red Soil,Canal
2404,1198,535/5,GAT-2404,9.93,466,"{""type"":""Polygon""}",Red Soil,Canal
2405,1198,492/5,GAT-2405,6.27,466,"{""type"":""Polygon""}",Red Soil,Canal
2406,1198,801/5,GAT-2406,5.55,466,"{""type"":""Polygon""}",Red Soil,Rainfed
2407,1199,448/3,GAT-2407,3.19,390,"{""type"":""Polygon""}",Red Soil,Canal
2408,1199,468/1,GAT-2408,4.5,390,"{""type"":""Polygon""}",Red Soil,Canal
2409,1199,753/5,GAT-2409,5.33,390,"{""type"":""Polygon""}",Red Soil,Rainfed
2410,1200,194/2,GAT-2410,8.08,292,"{""type"":""Polygon""}",Clay,Drip
2411,1200,450/4,GAT-2411,1.82,292,"{""type"":""Polygon""}",Black Soil,Rainfed
2412,1201,771/3,GAT-2412,8.8,221,"{""type"":""Polygon""}",Red Soil,Rainfed
2413,1201,227/5,GAT-2413,3.71,221,"{""type"":""Polygon""}",Black Soil,Drip
2414,1202,991/3,GAT-2414,0.75,251,"{""type"":""Polygon""}",Clay,Drip
2415,1203,383/1,GAT-2415,2.28,372,"{""type"":""Polygon""}",Black Soil,Drip
2416,1203,5/1,GAT-2416,5.04,372,"{""type"":""Polygon""}",Clay,Drip
2417,1204,10/4,GAT-2417,8.46,364,"{""type"":""Polygon""}",Red Soil,Drip
2418,1205,602/3,GAT-2418,8.8,229,"{""type"":""Polygon""}",Black Soil,Canal
2419,1206,610/1,GAT-2419,3.33,14,"{""type"":""Polygon""}",Clay,Rainfed
2420,1207,355/5,GAT-2420,5.16,273,"{""type"":""Polygon""}",Clay,Canal
2421,1207,794/4,GAT-2421,0.66,273,"{""type"":""Polygon""}",Clay,Drip
2422,1207,540/5,GAT-2422,4.71,273,"{""type"":""Polygon""}",Red Soil,Drip
2423,1208,781/4,GAT-2423,4.53,251,"{""type"":""Polygon""}",Red Soil,Canal
2424,1208,700/1,GAT-2424,7.97,251,"{""type"":""Polygon""}",Red Soil,Canal
2425,1208,343/1,GAT-2425,3.81,251,"{""type"":""Polygon""}",Clay,Rainfed
2426,1209,703/3,GAT-2426,5.65,452,"{""type"":""Polygon""}",Clay,Rainfed
2427,1210,283/3,GAT-2427,8.49,179,"{""type"":""Polygon""}",Clay,Drip
2428,1210,210/1,GAT-2428,5.49,179,"{""type"":""Polygon""}",Red Soil,Canal
2429,1210,583/4,GAT-2429,3.63,179,"{""type"":""Polygon""}",Black Soil,Canal
2430,1211,247/2,GAT-2430,5.2,174,"{""type"":""Polygon""}",Black Soil,Canal
2431,1211,194/1,GAT-2431,4.23,174,"{""type"":""Polygon""}",Black Soil,Drip
2432,1212,138/1,GAT-2432,5.02,10,"{""type"":""Polygon""}",Red Soil,Rainfed
2433,1213,15/2,GAT-2433,7.78,145,"{""type"":""Polygon""}",Clay,Rainfed
2434,1213,322/3,GAT-2434,2.4,145,"{""type"":""Polygon""}",Red Soil,Drip
2435,1213,630/2,GAT-2435,5.49,145,"{""type"":""Polygon""}",Red Soil,Drip
2436,1214,982/3,GAT-2436,4.02,165,"{""type"":""Polygon""}",Red Soil,Drip
2437,1214,828/2,GAT-2437,2.91,165,"{""type"":""Polygon""}",Black Soil,Drip
2438,1214,649/5,GAT-2438,5.76,165,"{""type"":""Polygon""}",Red Soil,Rainfed
2439,1215,465/2,GAT-2439,3.52,310,"{""type"":""Polygon""}",Red Soil,Canal
2440,1216,314/3,GAT-2440,7.87,106,"{""type"":""Polygon""}",Red Soil,Rainfed
2441,1216,480/4,GAT-2441,9.55,106,"{""type"":""Polygon""}",Black Soil,Drip
2442,1217,688/1,GAT-2442,0.75,170,"{""type"":""Polygon""}",Black Soil,Canal
2443,1217,901/5,GAT-2443,4.45,170,"{""type"":""Polygon""}",Black Soil,Rainfed
2444,1218,676/1,GAT-2444,3.85,225,"{""type"":""Polygon""}",Red Soil,Canal
2445,1219,936/1,GAT-2445,0.52,305,"{""type"":""Polygon""}",Red Soil,Rainfed
2446,1220,851/3,GAT-2446,3.85,369,"{""type"":""Polygon""}",Clay,Canal
2447,1220,397/2,GAT-2447,1.04,369,"{""type"":""Polygon""}",Red Soil,Drip
2448,1221,230/3,GAT-2448,5.16,192,"{""type"":""Polygon""}",Clay,Drip
2449,1222,211/4,GAT-2449,7.1,193,"{""type"":""Polygon""}",Red Soil,Canal
2450,1223,794/3,GAT-2450,4.9,142,"{""type"":""Polygon""}",Red Soil,Rainfed
2451,1223,742/4,GAT-2451,7.46,142,"{""type"":""Polygon""}",Clay,Drip
2452,1224,937/1,GAT-2452,2.16,249,"{""type"":""Polygon""}",Clay,Drip
2453,1224,780/3,GAT-2453,5.14,249,"{""type"":""Polygon""}",Red Soil,Rainfed
2454,1224,466/1,GAT-2454,0.7,249,"{""type"":""Polygon""}",Clay,Rainfed
2455,1225,103/3,GAT-2455,0.84,381,"{""type"":""Polygon""}",Black Soil,Canal
2456,1225,148/1,GAT-2456,7.78,381,"{""type"":""Polygon""}",Clay,Rainfed
2457,1226,724/4,GAT-2457,7.29,241,"{""type"":""Polygon""}",Clay,Canal
2458,1227,362/4,GAT-2458,4.42,401,"{""type"":""Polygon""}",Black Soil,Rainfed
2459,1227,208/1,GAT-2459,8.46,401,"{""type"":""Polygon""}",Clay,Rainfed
2460,1228,707/4,GAT-2460,5.58,61,"{""type"":""Polygon""}",Black Soil,Drip
2461,1229,479/5,GAT-2461,7.32,417,"{""type"":""Polygon""}",Clay,Canal
2462,1229,327/1,GAT-2462,2.49,417,"{""type"":""Polygon""}",Red Soil,Drip
2463,1229,549/2,GAT-2463,5.86,417,"{""type"":""Polygon""}",Clay,Drip
2464,1230,710/4,GAT-2464,2.23,457,"{""type"":""Polygon""}",Clay,Drip
2465,1231,447/4,GAT-2465,7.96,437,"{""type"":""Polygon""}",Red Soil,Drip
2466,1231,98/5,GAT-2466,2.89,437,"{""type"":""Polygon""}",Red Soil,Rainfed
2467,1232,879/2,GAT-2467,7.62,26,"{""type"":""Polygon""}",Red Soil,Drip
2468,1232,320/5,GAT-2468,7.42,26,"{""type"":""Polygon""}",Clay,Drip
2469,1233,90/4,GAT-2469,3.52,255,"{""type"":""Polygon""}",Clay,Drip
2470,1233,396/3,GAT-2470,7.11,255,"{""type"":""Polygon""}",Black Soil,Canal
2471,1234,680/5,GAT-2471,2.64,246,"{""type"":""Polygon""}",Black Soil,Drip
2472,1234,150/2,GAT-2472,5.36,246,"{""type"":""Polygon""}",Clay,Drip
2473,1234,118/1,GAT-2473,1.91,246,"{""type"":""Polygon""}",Red Soil,Drip
2474,1235,27/3,GAT-2474,6.18,56,"{""type"":""Polygon""}",Red Soil,Drip
2475,1235,295/3,GAT-2475,4.42,56,"{""type"":""Polygon""}",Red Soil,Canal
2476,1235,631/3,GAT-2476,2.13,56,"{""type"":""Polygon""}",Clay,Drip
2477,1236,945/4,GAT-2477,6.06,261,"{""type"":""Polygon""}",Black Soil,Rainfed
2478,1236,918/1,GAT-2478,6.22,261,"{""type"":""Polygon""}",Red Soil,Drip
2479,1236,90/1,GAT-2479,2.16,261,"{""type"":""Polygon""}",Red Soil,Rainfed
2480,1237,653/4,GAT-2480,5.28,150,"{""type"":""Polygon""}",Black Soil,Canal
2481,1237,304/4,GAT-2481,3.57,150,"{""type"":""Polygon""}",Clay,Rainfed
2482,1238,42/3,GAT-2482,7.26,447,"{""type"":""Polygon""}",Red Soil,Drip
2483,1238,127/1,GAT-2483,3.24,447,"{""type"":""Polygon""}",Black Soil,Rainfed
2484,1239,292/1,GAT-2484,5.35,330,"{""type"":""Polygon""}",Clay,Canal
2485,1239,632/5,GAT-2485,2.56,330,"{""type"":""Polygon""}",Clay,Rainfed
2486,1239,752/4,GAT-2486,0.78,330,"{""type"":""Polygon""}",Clay,Drip
2487,1240,485/2,GAT-2487,6.35,241,"{""type"":""Polygon""}",Black Soil,Rainfed
2488,1240,409/1,GAT-2488,6.2,241,"{""type"":""Polygon""}",Clay,Drip
2489,1240,402/5,GAT-2489,6.74,241,"{""type"":""Polygon""}",Black Soil,Drip
2490,1241,449/5,GAT-2490,8.65,368,"{""type"":""Polygon""}",Black Soil,Rainfed
2491,1241,349/5,GAT-2491,6.53,368,"{""type"":""Polygon""}",Red Soil,Drip
2492,1242,230/3,GAT-2492,0.89,147,"{""type"":""Polygon""}",Clay,Drip
2493,1242,660/1,GAT-2493,0.91,147,"{""type"":""Polygon""}",Black Soil,Canal
2494,1242,452/1,GAT-2494,2.08,147,"{""type"":""Polygon""}",Black Soil,Rainfed
2495,1243,634/4,GAT-2495,1.37,36,"{""type"":""Polygon""}",Clay,Canal
2496,1243,315/1,GAT-2496,5.38,36,"{""type"":""Polygon""}",Black Soil,Rainfed
2497,1243,386/1,GAT-2497,7.35,36,"{""type"":""Polygon""}",Black Soil,Drip
2498,1244,453/5,GAT-2498,7.47,231,"{""type"":""Polygon""}",Red Soil,Drip
2499,1244,24/2,GAT-2499,5.73,231,"{""type"":""Polygon""}",Black Soil,Canal
2500,1245,848/1,GAT-2500,2.57,71,"{""type"":""Polygon""}",Black Soil,Rainfed
2501,1245,868/2,GAT-2501,6.27,71,"{""type"":""Polygon""}",Red Soil,Rainfed
2502,1245,394/2,GAT-2502,5.63,71,"{""type"":""Polygon""}",Black Soil,Drip
2503,1246,658/5,GAT-2503,5.74,86,"{""type"":""Polygon""}",Black Soil,Drip
2504,1246,219/2,GAT-2504,0.87,86,"{""type"":""Polygon""}",Red Soil,Drip
2505,1246,605/3,GAT-2505,6.89,86,"{""type"":""Polygon""}",Clay,Rainfed
2506,1247,149/2,GAT-2506,2.85,166,"{""type"":""Polygon""}",Clay,Canal
2507,1247,427/4,GAT-2507,4.07,166,"{""type"":""Polygon""}",Black Soil,Drip
2508,1247,312/2,GAT-2508,2.23,166,"{""type"":""Polygon""}",Clay,Drip
2509,1248,538/2,GAT-2509,8.16,96,"{""type"":""Polygon""}",Red Soil,Canal
2510,1248,677/3,GAT-2510,3.1,96,"{""type"":""Polygon""}",Clay,Drip
2511,1249,768/2,GAT-2511,9.46,7,"{""type"":""Polygon""}",Clay,Drip
2512,1250,712/5,GAT-2512,7.38,34,"{""type"":""Polygon""}",Black Soil,Canal
2513,1250,117/3,GAT-2513,7.64,34,"{""type"":""Polygon""}",Red Soil,Canal
2514,1251,721/1,GAT-2514,4.7,115,"{""type"":""Polygon""}",Black Soil,Drip
2515,1251,618/2,GAT-2515,2.22,115,"{""type"":""Polygon""}",Black Soil,Rainfed
2516,1251,384/1,GAT-2516,5.08,115,"{""type"":""Polygon""}",Black Soil,Canal
2517,1252,392/5,GAT-2517,5.05,121,"{""type"":""Polygon""}",Black Soil,Rainfed
2518,1253,652/2,GAT-2518,4.47,335,"{""type"":""Polygon""}",Clay,Drip
2519,1253,261/4,GAT-2519,2.48,335,"{""type"":""Polygon""}",Clay,Canal
2520,1254,155/2,GAT-2520,9.37,182,"{""type"":""Polygon""}",Red Soil,Canal
2521,1254,998/3,GAT-2521,6.38,182,"{""type"":""Polygon""}",Red Soil,Drip
2522,1254,887/3,GAT-2522,0.64,182,"{""type"":""Polygon""}",Clay,Drip
2523,1255,145/3,GAT-2523,6.43,65,"{""type"":""Polygon""}",Black Soil,Drip
2524,1256,526/5,GAT-2524,6.3,297,"{""type"":""Polygon""}",Black Soil,Rainfed
2525,1257,673/2,GAT-2525,8.05,48,"{""type"":""Polygon""}",Black Soil,Canal
2526,1257,918/3,GAT-2526,8.64,48,"{""type"":""Polygon""}",Red Soil,Canal
2527,1257,779/4,GAT-2527,5.35,48,"{""type"":""Polygon""}",Clay,Rainfed
