payment_id,survey_id,beneficiary_id,payment_reference,amount,payment_status,transaction_metadata
710,3406,1347,DBT-0000710,10969,FAILED,"{""bank"":""SBI""}"
711,3029,1331,DBT-0000711,96398,FAILED,"{""bank"":""SBI""}"
712,994,1888,DBT-0000712,42234,FAILED,"{""bank"":""SBI""}"
713,2577,1896,DBT-0000713,71149,PROCESSING,"{""bank"":""SBI""}"
714,895,965,DBT-0000714,68084,COMPLETED,"{""bank"":""SBI""}"
715,1317,762,DBT-0000715,51737,COMPLETED,"{""bank"":""SBI""}"
716,490,588,DBT-0000716,30396,PENDING,"{""bank"":""SBI""}"
717,611,1255,DBT-0000717,42081,FAILED,"{""bank"":""SBI""}"
718,494,162,DBT-0000718,5325,COMPLETED,"{""bank"":""SBI""}"
719,3527,1919,DBT-0000719,67627,PROCESSING,"{""bank"":""SBI""}"
720,556,1999,DBT-0000720,36268,FAILED,"{""bank"":""SBI""}"
721,3099,583,DBT-0000721,78219,COMPLETED,"{""bank"":""SBI""}"
722,3308,534,DBT-0000722,69604,PENDING,"{""bank"":""SBI""}"
723,3281,955,DBT-0000723,76906,COMPLETED,"{""bank"":""SBI""}"
724,1273,1387,DBT-0000724,91366,COMPLETED,"{""bank"":""SBI""}"
725,4002,245,DBT-0000725,88062,PENDING,"{""bank"":""SBI""}"
726,2423,275,DBT-0000726,75619,COMPLETED,"{""bank"":""SBI""}"
727,1081,1433,DBT-0000727,84042,FAILED,"{""bank"":""SBI""}"
728,2935,537,DBT-0000728,44439,PROCESSING,"{""bank"":""SBI""}"
729,2026,884,DBT-0000729,17203,COMPLETED,"{""bank"":""SBI""}"
730,3928,1902,DBT-0000730,65905,PENDING,"{""bank"":""SBI""}"
731,2828,176,DBT-0000731,67232,COMPLETED,"{""bank"":""SBI""}"
732,1856,1375,DBT-0000732,62181,COMPLETED,"{""bank"":""SBI""}"
733,500,1376,DBT-0000733,88184,FAILED,"{""bank"":""SBI""}"
734,3322,1741,DBT-0000734,19678,PENDING,"{""bank"":""SBI""}"
735,91,1394,DBT-0000735,63569,FAILED,"{""bank"":""SBI""}"
736,2925,1618,DBT-0000736,55535,PROCESSING,"{""bank"":""SBI""}"
737,2587,1735,DBT-0000737,6763,FAILED,"{""bank"":""SBI""}"
738,1402,125,DBT-0000738,64707,PROCESSING,"{""bank"":""SBI""}"
739,2189,383,DBT-0000739,95421,PROCESSING,"{""bank"":""SBI""}"
740,3746,1797,DBT-0000740,80243,PENDING,"{""bank"":""SBI""}"
741,1917,941,DBT-0000741,55009,PROCESSING,"{""bank"":""SBI""}"
742,808,1179,DBT-0000742,58794,PENDING,"{""bank"":""SBI""}"
743,2474,16,DBT-0000743,92148,PROCESSING,"{""bank"":""SBI""}"
744,278,320,DBT-0000744,27153,COMPLETED,"{""bank"":""SBI""}"
745,3720,174,DBT-0000745,52846,PENDING,"{""bank"":""SBI""}"
746,2637,1254,DBT-0000746,87642,COMPLETED,"{""bank"":""SBI""}"
747,3596,1678,DBT-0000747,53436,PENDING,"{""bank"":""SBI""}"
748,1721,1172,DBT-0000748,43953,PENDING,"{""bank"":""SBI""}"
749,3335,693,DBT-0000749,35043,PROCESSING,"{""bank"":""SBI""}"
750,2098,388,DBT-0000750,19128,FAILED,"{""bank"":""SBI""}"
751,3197,1042,DBT-0000751,64634,PROCESSING,"{""bank"":""SBI""}"
752,1518,1921,DBT-0000752,55612,COMPLETED,"{""bank"":""SBI""}"
753,1894,664,DBT-0000753,15768,PROCESSING,"{""bank"":""SBI""}"
754,3368,1078,DBT-0000754,43970,COMPLETED,"{""bank"":""SBI""}"
755,1055,1969,DBT-0000755,74616,COMPLETED,"{""bank"":""SBI""}"
756,1048,108,DBT-0000756,20914,PENDING,"{""bank"":""SBI""}"
757,3920,537,DBT-0000757,30689,COMPLETED,"{""bank"":""SBI""}"
758,2123,1728,DBT-0000758,95012,PROCESSING,"{""bank"":""SBI""}"
759,3467,622,DBT-0000759,93214,PROCESSING,"{""bank"":""SBI""}"
760,1855,419,DBT-0000760,12698,COMPLETED,"{""bank"":""SBI""}"
761,239,249,DBT-0000761,95294,FAILED,"{""bank"":""SBI""}"
762,2809,996,DBT-0000762,97151,COMPLETED,"{""bank"":""SBI""}"
763,688,1836,DBT-0000763,82010,PENDING,"{""bank"":""SBI""}"
764,3403,1422,DBT-0000764,63687,PROCESSING,"{""bank"":""SBI""}"
765,614,1098,DBT-0000765,65003,COMPLETED,"{""bank"":""SBI""}"
766,2097,248,DBT-0000766,72380,COMPLETED,"{""bank"":""SBI""}"
767,1016,1535,DBT-0000767,5333,PENDING,"{""bank"":""SBI""}"
768,3501,1287,DBT-0000768,71990,FAILED,"{""bank"":""SBI""}"
769,678,1143,DBT-0000769,20923,PROCESSING,"{""bank"":""SBI""}"
770,152,297,DBT-0000770,18889,PROCESSING,"{""bank"":""SBI""}"
771,3813,921,DBT-0000771,46922,FAILED,"{""bank"":""SBI""}"
772,2892,1426,DBT-0000772,19545,PENDING,"{""bank"":""SBI""}"
773,2048,1910,DBT-0000773,70599,PROCESSING,"{""bank"":""SBI""}"
774,2725,35,DBT-0000774,60947,PENDING,"{""bank"":""SBI""}"
775,3090,1398,DBT-0000775,40870,COMPLETED,"{""bank"":""SBI""}"
776,723,645,DBT-0000776,16261,COMPLETED,"{""bank"":""SBI""}"
777,3159,155,DBT-0000777,98809,COMPLETED,"{""bank"":""SBI""}"
778,2010,1995,DBT-0000778,65367,COMPLETED,"{""bank"":""SBI""}"
779,150,1674,DBT-0000779,72137,COMPLETED,"{""bank"":""SBI""}"
780,2641,259,DBT-0000780,60919,PENDING,"{""bank"":""SBI""}"
781,2397,279,DBT-0000781,35387,FAILED,"{""bank"":""SBI""}"
782,3731,616,DBT-0000782,78520,PROCESSING,"{""bank"":""SBI""}"
783,1622,614,DBT-0000783,59210,FAILED,"{""bank"":""SBI""}"
784,3338,1655,DBT-0000784,59724,PROCESSING,"{""bank"":""SBI""}"
785,2567,845,DBT-0000785,25246,FAILED,"{""bank"":""SBI""}"
786,3633,1437,DBT-0000786,53409,PROCESSING,"{""bank"":""SBI""}"
787,2490,1078,DBT-0000787,42170,PENDING,"{""bank"":""SBI""}"
788,3815,706,DBT-0000788,15093,PENDING,"{""bank"":""SBI""}"
789,2360,258,DBT-0000789,52966,PENDING,"{""bank"":""SBI""}"
790,1116,1025,DBT-0000790,91923,FAILED,"{""bank"":""SBI""}"
791,3690,1444,DBT-0000791,75699,COMPLETED,"{""bank"":""SBI""}"
792,1930,46,DBT-0000792,71088,PENDING,"{""bank"":""SBI""}"
793,2338,427,DBT-0000793,86941,COMPLETED,"{""bank"":""SBI""}"
794,2980,794,DBT-0000794,74610,COMPLETED,"{""bank"":""SBI""}"
795,1133,664,DBT-0000795,42617,PROCESSING,"{""bank"":""SBI""}"
796,555,62,DBT-0000796,36279,COMPLETED,"{""bank"":""SBI""}"
797,1238,198,DBT-0000797,13747,PROCESSING,"{""bank"":""SBI""}"
798,2616,504,DBT-0000798,87604,PROCESSING,"{""bank"":""SBI""}"
799,928,1985,DBT-0000799,9642,COMPLETED,"{""bank"":""SBI""}"
800,495,223,DBT-0000800,30991,PENDING,"{""bank"":""SBI""}"
801,3732,1745,DBT-0000801,97917,PENDING,"{""bank"":""SBI""}"
802,2381,558,DBT-0000802,76991,PENDING,"{""bank"":""SBI""}"
803,2973,983,DBT-0000803,29648,PENDING,"{""bank"":""SBI""}"
804,2144,751,DBT-0000804,9435,COMPLETED,"{""bank"":""SBI""}"
805,1003,299,DBT-0000805,64570,COMPLETED,"{""bank"":""SBI""}"
806,3236,1400,DBT-0000806,45908,PROCESSING,"{""bank"":""SBI""}"
807,1455,1567,DBT-0000807,99945,PENDING,"{""bank"":""SBI""}"
808,2485,256,DBT-0000808,10388,FAILED,"{""bank"":""SBI""}"
809,1960,1329,DBT-0000809,41811,PENDING,"{""bank"":""SBI""}"
810,1803,523,DBT-0000810,98497,COMPLETED,"{""bank"":""SBI""}"
811,3938,1600,DBT-0000811,49800,PENDING,"{""bank"":""SBI""}"
812,578,902,DBT-0000812,87291,FAILED,"{""bank"":""SBI""}"
813,770,1335,DBT-0000813,19697,FAILED,"{""bank"":""SBI""}"
814,2853,1424,DBT-0000814,83600,FAILED,"{""bank"":""SBI""}"
815,2922,628,DBT-0000815,66880,PENDING,"{""bank"":""SBI""}"
816,1109,1940,DBT-0000816,17205,PROCESSING,"{""bank"":""SBI""}"
817,437,281,DBT-0000817,98154,COMPLETED,"{""bank"":""SBI""}"
818,2206,409,DBT-0000818,11807,FAILED,"{""bank"":""SBI""}"
819,1582,60,DBT-0000819,91155,COMPLETED,"{""bank"":""SBI""}"
820,330,853,DBT-0000820,94966,FAILED,"{""bank"":""SBI""}"
821,2070,122,DBT-0000821,47376,COMPLETED,"{""bank"":""SBI""}"
822,3541,933,DBT-0000822,15690,COMPLETED,"{""bank"":""SBI""}"
823,2779,394,DBT-0000823,79676,FAILED,"{""bank"":""SBI""}"
824,1236,1053,DBT-0000824,19256,COMPLETED,"{""bank"":""SBI""}"
825,82,849,DBT-0000825,45996,PROCESSING,"{""bank"":""SBI""}"
826,107,1873,DBT-0000826,33472,COMPLETED,"{""bank"":""SBI""}"
827,575,1108,DBT-0000827,48170,PROCESSING,"{""bank"":""SBI""}"
828,168,1472,DBT-0000828,94249,PENDING,"{""bank"":""SBI""}"
829,92,1040,DBT-0000829,90077,PROCESSING,"{""bank"":""SBI""}"
830,3156,1788,DBT-0000830,23772,FAILED,"{""bank"":""SBI""}"
831,318,1302,DBT-0000831,30734,PROCESSING,"{""bank"":""SBI""}"
832,1110,274,DBT-0000832,33026,FAILED,"{""bank"":""SBI""}"
833,1190,827,DBT-0000833,58848,PENDING,"{""bank"":""SBI""}"
834,692,1072,DBT-0000834,48581,PENDING,"{""bank"":""SBI""}"
835,2148,258,DBT-0000835,80191,PROCESSING,"{""bank"":""SBI""}"
836,2642,1268,DBT-0000836,60011,PENDING,"{""bank"":""SBI""}"
837,3704,1807,DBT-0000837,27146,PENDING,"{""bank"":""SBI""}"
838,1399,581,DBT-0000838,87236,FAILED,"{""bank"":""SBI""}"
839,797,511,DBT-0000839,60349,PROCESSING,"{""bank"":""SBI""}"
840,2128,1922,DBT-0000840,10054,COMPLETED,"{""bank"":""SBI""}"
841,1437,871,DBT-0000841,8970,COMPLETED,"{""bank"":""SBI""}"
842,609,1545,DBT-0000842,59883,COMPLETED,"{""bank"":""SBI""}"
843,661,229,DBT-0000843,31042,FAILED,"{""bank"":""SBI""}"
844,3523,427,DBT-0000844,83905,PENDING,"{""bank"":""SBI""}"
845,1036,1912,DBT-0000845,50150,FAILED,"{""bank"":""SBI""}"
846,3372,1763,DBT-0000846,87773,COMPLETED,"{""bank"":""SBI""}"
847,1545,1343,DBT-0000847,59459,PROCESSING,"{""bank"":""SBI""}"
848,2273,820,DBT-0000848,9489,PENDING,"{""bank"":""SBI""}"
849,3314,653,DBT-0000849,36231,FAILED,"{""bank"":""SBI""}"
850,128,272,DBT-0000850,77334,COMPLETED,"{""bank"":""SBI""}"
851,350,210,DBT-0000851,63563,PROCESSING,"{""bank"":""SBI""}"
852,2152,1072,DBT-0000852,95461,FAILED,"{""bank"":""SBI""}"
853,72,1446,DBT-0000853,34156,PROCESSING,"{""bank"":""SBI""}"
854,1489,538,DBT-0000854,31383,COMPLETED,"{""bank"":""SBI""}"
855,3859,1043,DBT-0000855,40167,FAILED,"{""bank"":""SBI""}"
856,3109,940,DBT-0000856,85223,PENDING,"{""bank"":""SBI""}"
857,1140,1917,DBT-0000857,51964,COMPLETED,"{""bank"":""SBI""}"
858,3389,998,DBT-0000858,23211,PROCESSING,"{""bank"":""SBI""}"
859,2380,1173,DBT-0000859,35029,PROCESSING,"{""bank"":""SBI""}"
860,3745,1980,DBT-0000860,49099,COMPLETED,"{""bank"":""SBI""}"
861,879,1597,DBT-0000861,32371,PROCESSING,"{""bank"":""SBI""}"
862,2774,1903,DBT-0000862,76245,COMPLETED,"{""bank"":""SBI""}"
863,2034,1046,DBT-0000863,12498,COMPLETED,"{""bank"":""SBI""}"
864,3975,1766,DBT-0000864,67043,COMPLETED,"{""bank"":""SBI""}"
865,3926,1032,DBT-0000865,90998,PENDING,"{""bank"":""SBI""}"
866,2979,297,DBT-0000866,91214,PENDING,"{""bank"":""SBI""}"
867,753,1230,DBT-0000867,21547,PROCESSING,"{""bank"":""SBI""}"
868,3163,380,DBT-0000868,62690,COMPLETED,"{""bank"":""SBI""}"
869,2046,1178,DBT-0000869,17375,PENDING,"{""bank"":""SBI""}"
870,1147,1988,DBT-0000870,59040,PROCESSING,"{""bank"":""SBI""}"
871,3701,1081,DBT-0000871,37909,PENDING,"{""bank"":""SBI""}"
872,1319,27,DBT-0000872,99703,COMPLETED,"{""bank"":""SBI""}"
873,3359,1147,DBT-0000873,58030,FAILED,"{""bank"":""SBI""}"
874,2140,143,DBT-0000874,46347,COMPLETED,"{""bank"":""SBI""}"
875,1553,1896,DBT-0000875,43167,PROCESSING,"{""bank"":""SBI""}"
876,2366,1993,DBT-0000876,37002,PROCESSING,"{""bank"":""SBI""}"
877,3724,926,DBT-0000877,80227,PROCESSING,"{""bank"":""SBI""}"
878,618,1992,DBT-0000878,89417,PENDING,"{""bank"":""SBI""}"
879,2825,913,DBT-0000879,81429,FAILED,"{""bank"":""SBI""}"
880,794,366,DBT-0000880,38436,PROCESSING,"{""bank"":""SBI""}"
881,2686,1020,DBT-0000881,33187,COMPLETED,"{""bank"":""SBI""}"
882,633,1432,DBT-0000882,46438,COMPLETED,"{""bank"":""SBI""}"
883,1619,208,DBT-0000883,80958,COMPLETED,"{""bank"":""SBI""}"
884,2733,1117,DBT-0000884,8108,PENDING,"{""bank"":""SBI""}"
885,355,1490,DBT-0000885,7318,COMPLETED,"{""bank"":""SBI""}"
886,2259,241,DBT-0000886,82535,FAILED,"{""bank"":""SBI""}"
887,1779,1589,DBT-0000887,76560,PENDING,"{""bank"":""SBI""}"
888,2057,1225,DBT-0000888,11445,COMPLETED,"{""bank"":""SBI""}"
889,363,814,DBT-0000889,20477,COMPLETED,"{""bank"":""SBI""}"
890,503,132,DBT-0000890,71042,PENDING,"{""bank"":""SBI""}"
891,2354,1187,DBT-0000891,99215,FAILED,"{""bank"":""SBI""}"
892,1011,1480,DBT-0000892,30179,PENDING,"{""bank"":""SBI""}"
893,3597,1540,DBT-0000893,84038,COMPLETED,"{""bank"":""SBI""}"
894,3966,251,DBT-0000894,17769,PROCESSING,"{""bank"":""SBI""}"
895,2199,562,DBT-0000895,77124,FAILED,"{""bank"":""SBI""}"
896,3710,1574,DBT-0000896,62973,PROCESSING,"{""bank"":""SBI""}"
897,2831,1158,DBT-0000897,22780,FAILED,"{""bank"":""SBI""}"
898,3827,1494,DBT-0000898,49970,PROCESSING,"{""bank"":""SBI""}"
899,390,275,DBT-0000899,34759,FAILED,"{""bank"":""SBI""}"
900,450,1030,DBT-0000900,60069,COMPLETED,"{""bank"":""SBI""}"
901,2006,941,DBT-0000901,26087,COMPLETED,"{""bank"":""SBI""}"
902,1693,1458,DBT-0000902,52360,PENDING,"{""bank"":""SBI""}"
903,2786,1814,DBT-0000903,95803,FAILED,"{""bank"":""SBI""}"
904,3137,570,DBT-0000904,98406,FAILED,"{""bank"":""SBI""}"
905,3553,950,DBT-0000905,40302,COMPLETED,"{""bank"":""SBI""}"
906,1852,1586,DBT-0000906,95869,PROCESSING,"{""bank"":""SBI""}"
907,3935,1231,DBT-0000907,36546,PENDING,"{""bank"":""SBI""}"
908,1752,1314,DBT-0000908,37947,FAILED,"{""bank"":""SBI""}"
909,581,794,DBT-0000909,30233,PROCESSING,"{""bank"":""SBI""}"
910,2837,1229,DBT-0000910,95599,PENDING,"{""bank"":""SBI""}"
911,1920,897,DBT-0000911,6590,PROCESSING,"{""bank"":""SBI""}"
912,429,1606,DBT-0000912,8624,PENDING,"{""bank"":""SBI""}"
913,2966,902,DBT-0000913,7468,COMPLETED,"{""bank"":""SBI""}"
914,3493,1489,DBT-0000914,38935,PROCESSING,"{""bank"":""SBI""}"
915,1365,1924,DBT-0000915,54198,COMPLETED,"{""bank"":""SBI""}"
916,569,362,DBT-0000916,71707,FAILED,"{""bank"":""SBI""}"
917,3779,533,DBT-0000917,97021,PROCESSING,"{""bank"":""SBI""}"
918,3554,1822,DBT-0000918,9926,PENDING,"{""bank"":""SBI""}"
919,3173,904,DBT-0000919,19077,PROCESSING,"{""bank"":""SBI""}"
920,316,218,DBT-0000920,59242,FAILED,"{""bank"":""SBI""}"
921,3777,435,DBT-0000921,61649,PENDING,"{""bank"":""SBI""}"
922,224,1587,DBT-0000922,90333,COMPLETED,"{""bank"":""SBI""}"
923,1304,1620,DBT-0000923,85214,FAILED,"{""bank"":""SBI""}"
924,460,1039,DBT-0000924,52464,COMPLETED,"{""bank"":""SBI""}"
925,1828,1095,DBT-0000925,12182,PENDING,"{""bank"":""SBI""}"
926,1126,1168,DBT-0000926,99915,PROCESSING,"{""bank"":""SBI""}"
927,953,1839,DBT-0000927,54738,PENDING,"{""bank"":""SBI""}"
928,1570,1788,DBT-0000928,25210,COMPLETED,"{""bank"":""SBI""}"
929,3617,63,DBT-0000929,40720,FAILED,"{""bank"":""SBI""}"
930,1375,610,DBT-0000930,32207,COMPLETED,"{""bank"":""SBI""}"
931,1496,678,DBT-0000931,6364,COMPLETED,"{""bank"":""SBI""}"
932,321,1240,DBT-0000932,56819,PROCESSING,"{""bank"":""SBI""}"
933,1043,927,DBT-0000933,90880,COMPLETED,"{""bank"":""SBI""}"
934,1404,1324,DBT-0000934,82029,COMPLETED,"{""bank"":""SBI""}"
935,433,115,DBT-0000935,97251,PROCESSING,"{""bank"":""SBI""}"
936,2543,119,DBT-0000936,18469,COMPLETED,"{""bank"":""SBI""}"
937,1670,319,DBT-0000937,8438,COMPLETED,"{""bank"":""SBI""}"
938,2993,790,DBT-0000938,34356,PENDING,"{""bank"":""SBI""}"
939,1644,1863,DBT-0000939,36430,COMPLETED,"{""bank"":""SBI""}"
940,2815,918,DBT-0000940,94081,PENDING,"{""bank"":""SBI""}"
941,144,520,DBT-0000941,30986,COMPLETED,"{""bank"":""SBI""}"
942,1829,1285,DBT-0000942,98774,COMPLETED,"{""bank"":""SBI""}"
943,652,269,DBT-0000943,69387,PROCESSING,"{""bank"":""SBI""}"
944,369,1106,DBT-0000944,74432,COMPLETED,"{""bank"":""SBI""}"
945,2242,470,DBT-0000945,52528,FAILED,"{""bank"":""SBI""}"
946,76,1897,DBT-0000946,97268,PROCESSING,"{""bank"":""SBI""}"
947,859,1791,DBT-0000947,53435,COMPLETED,"{""bank"":""SBI""}"
948,1527,1940,DBT-0000948,69822,PROCESSING,"{""bank"":""SBI""}"
949,820,1796,DBT-0000949,86377,COMPLETED,"{""bank"":""SBI""}"
950,1145,1846,DBT-0000950,11228,PROCESSING,"{""bank"":""SBI""}"
951,1038,1833,DBT-0000951,94793,PROCESSING,"{""bank"":""SBI""}"
952,255,268,DBT-0000952,83316,PROCESSING,"{""bank"":""SBI""}"
953,1698,1245,DBT-0000953,83483,COMPLETED,"{""bank"":""SBI""}"
954,2047,669,DBT-0000954,68565,FAILED,"{""bank"":""SBI""}"
955,1699,1324,DBT-0000955,46424,FAILED,"{""bank"":""SBI""}"
956,2321,243,DBT-0000956,23143,COMPLETED,"{""bank"":""SBI""}"
957,3582,889,DBT-0000957,59316,PROCESSING,"{""bank"":""SBI""}"
958,962,1559,DBT-0000958,71253,COMPLETED,"{""bank"":""SBI""}"
959,3502,1444,DBT-0000959,61720,FAILED,"{""bank"":""SBI""}"
960,2550,1562,DBT-0000960,96374,FAILED,"{""bank"":""SBI""}"
961,4037,622,DBT-0000961,73459,COMPLETED,"{""bank"":""SBI""}"
962,1528,1094,DBT-0000962,82295,COMPLETED,"{""bank"":""SBI""}"
963,1737,713,DBT-0000963,65195,FAILED,"{""bank"":""SBI""}"
964,53,1558,DBT-0000964,39607,FAILED,"{""bank"":""SBI""}"
965,1730,841,DBT-0000965,30850,PROCESSING,"{""bank"":""SBI""}"
966,583,1242,DBT-0000966,6779,COMPLETED,"{""bank"":""SBI""}"
967,1407,1734,DBT-0000967,61867,PENDING,"{""bank"":""SBI""}"
968,2296,82,DBT-0000968,75440,PROCESSING,"{""bank"":""SBI""}"
969,3274,1584,DBT-0000969,90268,FAILED,"{""bank"":""SBI""}"
970,3222,1501,DBT-0000970,34728,FAILED,"{""bank"":""SBI""}"
971,2524,1276,DBT-0000971,28492,PENDING,"{""bank"":""SBI""}"
972,4016,551,DBT-0000972,11695,PROCESSING,"{""bank"":""SBI""}"
973,1462,623,DBT-0000973,10221,COMPLETED,"{""bank"":""SBI""}"
974,743,1139,DBT-0000974,78973,PENDING,"{""bank"":""SBI""}"
975,1669,595,DBT-0000975,59118,FAILED,"{""bank"":""SBI""}"
976,1083,809,DBT-0000976,54910,PROCESSING,"{""bank"":""SBI""}"
977,698,1723,DBT-0000977,79917,COMPLETED,"{""bank"":""SBI""}"
978,2032,1975,DBT-0000978,9798,PENDING,"{""bank"":""SBI""}"
979,3049,1542,DBT-0000979,17848,PENDING,"{""bank"":""SBI""}"
980,2868,1537,DBT-0000980,98125,PROCESSING,"{""bank"":""SBI""}"
981,839,1511,DBT-0000981,47341,PROCESSING,"{""bank"":""SBI""}"
982,1451,1947,DBT-0000982,97925,COMPLETED,"{""bank"":""SBI""}"
983,1210,121,DBT-0000983,71395,COMPLETED,"{""bank"":""SBI""}"
984,2083,1842,DBT-0000984,11651,PENDING,"{""bank"":""SBI""}"
985,2422,154,DBT-0000985,7505,COMPLETED,"{""bank"":""SBI""}"
986,2359,1079,DBT-0000986,51476,FAILED,"{""bank"":""SBI""}"
987,3881,183,DBT-0000987,88944,PROCESSING,"{""bank"":""SBI""}"
988,3542,1561,DBT-0000988,53571,COMPLETED,"{""bank"":""SBI""}"
989,3100,364,DBT-0000989,74459,COMPLETED,"{""bank"":""SBI""}"
990,3300,1236,DBT-0000990,92917,PENDING,"{""bank"":""SBI""}"
991,2956,1020,DBT-0000991,77377,COMPLETED,"{""bank"":""SBI""}"
992,1563,1015,DBT-0000992,20330,PROCESSING,"{""bank"":""SBI""}"
993,3769,981,DBT-0000993,42941,PENDING,"{""bank"":""SBI""}"
994,2279,1685,DBT-0000994,69822,FAILED,"{""bank"":""SBI""}"
995,3733,1841,DBT-0000995,31516,FAILED,"{""bank"":""SBI""}"
996,2634,475,DBT-0000996,5335,PROCESSING,"{""bank"":""SBI""}"
997,2591,541,DBT-0000997,82644,FAILED,"{""bank"":""SBI""}"
998,3662,260,DBT-0000998,80666,COMPLETED,"{""bank"":""SBI""}"
999,3169,1265,DBT-0000999,52056,FAILED,"{""bank"":""SBI""}"
1000,948,431,DBT-0001000,11441,FAILED,"{""bank"":""SBI""}"
1001,342,2000,DBT-0001001,9349,PROCESSING,"{""bank"":""SBI""}"
1002,1064,1199,DBT-0001002,81951,PENDING,"{""bank"":""SBI""}"
1003,2413,650,DBT-0001003,33884,PROCESSING,"{""bank"":""SBI""}"
1004,644,723,DBT-0001004,64371,COMPLETED,"{""bank"":""SBI""}"
1005,1288,1644,DBT-0001005,46995,FAILED,"{""bank"":""SBI""}"
1006,64,1369,DBT-0001006,12675,FAILED,"{""bank"":""SBI""}"
1007,292,191,DBT-0001007,29516,PROCESSING,"{""bank"":""SBI""}"
1008,1370,1005,DBT-0001008,11574,PENDING,"{""bank"":""SBI""}"
1009,1092,1941,DBT-0001009,26373,PROCESSING,"{""bank"":""SBI""}"
1010,881,361,DBT-0001010,31037,PENDING,"{""bank"":""SBI""}"
1011,568,815,DBT-0001011,85249,PROCESSING,"{""bank"":""SBI""}"
1012,424,1503,DBT-0001012,78586,PROCESSING,"{""bank"":""SBI""}"
1013,2996,1157,DBT-0001013,16100,FAILED,"{""bank"":""SBI""}"
1014,2225,623,DBT-0001014,19729,PENDING,"{""bank"":""SBI""}"
1015,3459,271,DBT-0001015,75734,COMPLETED,"{""bank"":""SBI""}"
1016,2963,699,DBT-0001016,63545,COMPLETED,"{""bank"":""SBI""}"
1017,958,484,DBT-0001017,91143,FAILED,"{""bank"":""SBI""}"
1018,2427,1029,DBT-0001018,28513,FAILED,"{""bank"":""SBI""}"
1019,3770,1160,DBT-0001019,38046,FAILED,"{""bank"":""SBI""}"
1020,2433,960,DBT-0001020,77101,COMPLETED,"{""bank"":""SBI""}"
1021,1240,1411,DBT-0001021,74028,PROCESSING,"{""bank"":""SBI""}"
1022,892,1385,DBT-0001022,12466,FAILED,"{""bank"":""SBI""}"
1023,332,615,DBT-0001023,64748,PROCESSING,"{""bank"":""SBI""}"
1024,3489,236,DBT-0001024,24395,PENDING,"{""bank"":""SBI""}"
1025,2228,1583,DBT-0001025,17244,FAILED,"{""bank"":""SBI""}"
1026,3760,18,DBT-0001026,51810,PENDING,"{""bank"":""SBI""}"
1027,3990,1661,DBT-0001027,55598,PENDING,"{""bank"":""SBI""}"
1028,3455,1246,DBT-0001028,30062,FAILED,"{""bank"":""SBI""}"
1029,3479,1993,DBT-0001029,58539,COMPLETED,"{""bank"":""SBI""}"
1030,1795,1742,DBT-0001030,91413,PENDING,"{""bank"":""SBI""}"
1031,3571,737,DBT-0001031,15990,PENDING,"{""bank"":""SBI""}"
1032,1660,1101,DBT-0001032,48700,COMPLETED,"{""bank"":""SBI""}"
1033,944,1519,DBT-0001033,43276,PROCESSING,"{""bank"":""SBI""}"
1034,1667,156,DBT-0001034,31715,PENDING,"{""bank"":""SBI""}"
1035,66,1768,DBT-0001035,28272,PROCESSING,"{""bank"":""SBI""}"
1036,131,1744,DBT-0001036,58584,PENDING,"{""bank"":""SBI""}"
1037,3259,505,DBT-0001037,90243,PENDING,"{""bank"":""SBI""}"
1038,979,308,DBT-0001038,63971,PROCESSING,"{""bank"":""SBI""}"
1039,565,497,DBT-0001039,68618,COMPLETED,"{""bank"":""SBI""}"
1040,3843,1982,DBT-0001040,26334,PENDING,"{""bank"":""SBI""}"
1041,2494,1815,DBT-0001041,8720,FAILED,"{""bank"":""SBI""}"
1042,2808,1829,DBT-0001042,14442,COMPLETED,"{""bank"":""SBI""}"
1043,1883,530,DBT-0001043,57426,PROCESSING,"{""bank"":""SBI""}"
1044,54,932,DBT-0001044,90779,COMPLETED,"{""bank"":""SBI""}"
1045,1408,1842,DBT-0001045,8739,PROCESSING,"{""bank"":""SBI""}"
1046,3213,1953,DBT-0001046,20379,PROCESSING,"{""bank"":""SBI""}"
1047,812,1879,DBT-0001047,59459,FAILED,"{""bank"":""SBI""}"
1048,1805,371,DBT-0001048,12006,PROCESSING,"{""bank"":""SBI""}"
1049,3531,847,DBT-0001049,64064,PROCESSING,"{""bank"":""SBI""}"
1050,179,1463,DBT-0001050,17676,COMPLETED,"{""bank"":""SBI""}"
1051,1056,385,DBT-0001051,46090,PENDING,"{""bank"":""SBI""}"
1052,1141,1574,DBT-0001052,41107,PROCESSING,"{""bank"":""SBI""}"
1053,1201,25,DBT-0001053,8059,PENDING,"{""bank"":""SBI""}"
1054,2682,1958,DBT-0001054,33815,PENDING,"{""bank"":""SBI""}"
1055,2948,909,DBT-0001055,39930,FAILED,"{""bank"":""SBI""}"
1056,842,1477,DBT-0001056,81097,COMPLETED,"{""bank"":""SBI""}"
1057,3989,688,DBT-0001057,62256,PROCESSING,"{""bank"":""SBI""}"
1058,5,78,DBT-0001058,68499,PENDING,"{""bank"":""SBI""}"
1059,924,404,DBT-0001059,36357,PROCESSING,"{""bank"":""SBI""}"
1060,1728,1761,DBT-0001060,18577,PENDING,"{""bank"":""SBI""}"
1061,1022,167,DBT-0001061,47280,COMPLETED,"{""bank"":""SBI""}"
